source_dataset,local_student_id,year_level,academic_avg_20,semester1_avg_20,semester2_avg_20,course_grade_mean_20,course_grade_std_20,course_grade_min_20,course_grade_max_20,course_count,failed_course_count_est,failed_course_rate,strong_course_rate,low_performance_rate,performance_consistency_index,academic_risk_score,missing_raw_values_count,missing_core_features_before_imputation,was_imputed
annual_deliberation_y1,ADY1_0169,Y1,13.684,15.336,12.399,14.058,2.008,10.47,17.0,12,0,0.0,0.667,0.0,0.799,0.184,0,0,False
annual_deliberation_y1,ADY1_0170,Y1,13.902,14.961,13.077,13.856,1.94,10.7,16.64,12,0,0.0,0.5,0.0,0.806,0.177,0,0,False
annual_deliberation_y1,ADY1_0171,Y1,1.272,2.909,0.0,1.704,2.637,0.0,6.3,9,9,1.0,0.0,1.0,0.736,0.928,3,0,False
annual_deliberation_y1,ADY1_0172,Y1,10.284,10.479,10.132,11.234,2.902,6.17,16.05,12,5,0.417,0.25,0.083,0.71,0.398,0,0,False
annual_deliberation_y1,ADY1_0173,Y1,7.38,9.053,6.079,8.258,3.055,3.7,13.0,12,8,0.667,0.0,0.5,0.694,0.604,0,0,False
annual_deliberation_y1,ADY1_0174,Y1,12.085,11.868,12.254,12.706,2.148,9.5,16.0,12,2,0.167,0.417,0.0,0.785,0.27,0,0,False
annual_deliberation_y1,ADY1_0175,Y1,13.758,14.079,13.508,13.848,2.388,9.5,19.4,12,1,0.083,0.417,0.0,0.761,0.204,0,0,False
annual_deliberation_y1,ADY1_0176,Y1,12.245,14.525,10.472,12.729,2.548,9.1,16.63,12,3,0.25,0.25,0.0,0.745,0.289,0,0,False
annual_deliberation_y1,ADY1_0177,Y1,14.844,15.391,14.418,15.008,1.787,12.6,17.98,12,0,0.0,0.667,0.0,0.821,0.151,0,0,False
annual_deliberation_y1,ADY1_0178,Y1,13.433,13.776,13.167,13.919,1.972,10.7,17.44,12,0,0.0,0.417,0.0,0.803,0.19,0,0,False
annual_deliberation_y1,ADY1_0179,Y1,13.089,12.517,13.533,13.268,1.677,10.75,16.4,12,0,0.0,0.333,0.0,0.832,0.198,0,0,False
annual_deliberation_y1,ADY1_0180,Y1,14.39,14.226,14.517,14.312,1.309,12.5,17.15,12,0,0.0,0.5,0.0,0.869,0.161,0,0,False
annual_deliberation_y1,ADY1_0181,Y1,14.127,15.474,13.079,14.32,2.271,10.6,19.55,12,0,0.0,0.583,0.0,0.773,0.173,0,0,False
annual_deliberation_y1,ADY1_0182,Y1,3.748,6.673,1.474,4.852,4.106,0.0,14.4,12,11,0.917,0.083,0.917,0.589,0.834,0,0,False
annual_deliberation_y1,ADY1_0183,Y1,14.771,14.23,15.191,14.837,1.938,11.85,19.8,12,0,0.0,0.75,0.0,0.806,0.153,0,0,False
annual_deliberation_y1,ADY1_0184,Y1,11.751,13.476,10.41,12.329,2.511,8.9,16.0,12,2,0.167,0.333,0.0,0.749,0.281,0,0,False
annual_deliberation_y1,ADY1_0185,Y1,2.347,5.364,0.0,3.491,3.476,0.0,8.5,9,9,1.0,0.0,0.889,0.652,0.886,3,0,False
annual_deliberation_y1,ADY1_0186,Y1,8.846,11.592,6.709,10.083,4.133,3.24,15.5,12,6,0.5,0.25,0.333,0.587,0.502,0,0,False
annual_deliberation_y1,ADY1_0187,Y1,10.489,11.994,9.319,11.207,3.094,6.65,16.5,12,5,0.417,0.25,0.167,0.691,0.406,0,0,False
annual_deliberation_y1,ADY1_0188,Y1,15.518,15.566,15.48,15.638,1.833,13.0,18.75,12,0,0.0,0.75,0.0,0.817,0.132,0,0,False
annual_deliberation_y1,ADY1_0189,Y1,8.702,10.733,7.123,9.819,3.888,5.0,14.0,12,5,0.417,0.083,0.333,0.611,0.484,0,0,False
annual_deliberation_y1,ADY1_0190,Y1,14.527,14.844,14.281,14.642,2.324,10.05,19.7,12,0,0.0,0.75,0.0,0.768,0.162,0,0,False
annual_deliberation_y1,ADY1_0191,Y1,10.343,12.498,8.667,11.095,2.92,6.3,14.53,12,4,0.333,0.167,0.25,0.708,0.401,0,0,False
annual_deliberation_y1,ADY1_0192,Y1,14.011,14.307,13.781,14.476,2.308,10.4,18.6,12,0,0.0,0.667,0.0,0.769,0.176,0,0,False
annual_deliberation_y1,ADY1_0193,Y1,9.974,12.703,7.852,10.963,4.333,3.6,17.2,12,5,0.417,0.333,0.333,0.567,0.452,0,0,False
annual_deliberation_y1,ADY1_0194,Y1,12.277,12.369,12.204,12.822,2.356,8.65,17.0,12,1,0.083,0.25,0.0,0.764,0.245,0,0,False
annual_deliberation_y1,ADY1_0195,Y1,9.74,10.757,8.949,10.508,2.456,6.55,14.1,12,5,0.417,0.167,0.167,0.754,0.424,0,0,False
annual_deliberation_y1,ADY1_0196,Y1,13.738,15.269,12.547,14.004,1.703,11.1,16.1,12,0,0.0,0.583,0.0,0.83,0.181,0,0,False
annual_deliberation_y1,ADY1_0197,Y1,10.401,11.952,9.195,11.026,2.48,6.6,14.5,12,3,0.25,0.167,0.167,0.752,0.364,0,0,False
annual_deliberation_y1,ADY1_0198,Y1,14.304,15.049,13.726,14.749,2.056,10.92,17.68,12,0,0.0,0.583,0.0,0.794,0.167,0,0,False
annual_deliberation_y1,ADY1_0199,Y1,13.762,14.322,13.327,13.798,1.357,11.5,16.45,12,0,0.0,0.333,0.0,0.864,0.178,0,0,False
annual_deliberation_y1,ADY1_0200,Y1,14.9,14.794,14.983,15.181,1.697,12.6,17.9,12,0,0.0,0.75,0.0,0.83,0.149,0,0,False
annual_deliberation_y1,ADY1_0201,Y1,14.625,15.734,13.762,15.09,2.302,11.1,17.9,12,0,0.0,0.75,0.0,0.77,0.159,0,0,False
annual_deliberation_y1,ADY1_0202,Y1,13.744,14.172,13.412,14.098,1.239,11.97,16.5,12,0,0.0,0.5,0.0,0.876,0.178,0,0,False
annual_deliberation_y1,ADY1_0203,Y1,12.825,13.796,12.071,13.298,1.736,10.58,16.0,12,0,0.0,0.333,0.0,0.826,0.206,0,0,False
annual_deliberation_y1,ADY1_0204,Y1,14.964,14.597,15.25,15.135,1.959,12.15,18.65,12,0,0.0,0.667,0.0,0.804,0.148,0,0,False
annual_deliberation_y1,ADY1_0205,Y1,14.85,14.841,14.857,15.105,1.863,12.1,18.95,12,0,0.0,0.75,0.0,0.814,0.151,0,0,False
annual_deliberation_y1,ADY1_0206,Y1,15.538,15.985,15.191,15.213,1.971,12.5,18.7,12,0,0.0,0.75,0.0,0.803,0.133,0,0,False
annual_deliberation_y1,ADY1_0207,Y1,15.485,17.058,14.262,15.338,2.426,11.19,18.42,12,0,0.0,0.75,0.0,0.757,0.136,0,0,False
annual_deliberation_y1,ADY1_0208,Y1,11.361,11.683,11.111,11.532,1.195,9.16,13.85,12,1,0.083,0.0,0.0,0.881,0.264,0,0,False
annual_deliberation_y1,ADY1_0209,Y1,16.557,17.361,15.931,16.266,2.014,12.13,19.85,12,0,0.0,0.917,0.0,0.799,0.105,0,0,False
annual_deliberation_y1,ADY1_0210,Y1,10.0,9.623,10.293,10.598,2.041,7.65,13.5,12,6,0.5,0.0,0.167,0.796,0.435,0,0,False
annual_deliberation_y1,ADY1_0211,Y1,10.605,12.674,8.996,11.536,2.848,6.54,15.5,12,3,0.25,0.25,0.167,0.715,0.36,0,0,False
annual_deliberation_y1,ADY1_0212,Y1,14.465,13.999,14.827,14.782,1.703,11.6,17.38,12,0,0.0,0.833,0.0,0.83,0.161,0,0,False
annual_deliberation_y1,ADY1_0213,Y1,14.348,14.956,13.874,14.502,2.104,10.95,18.95,12,0,0.0,0.667,0.0,0.79,0.166,0,0,False
annual_deliberation_y1,ADY1_0214,Y1,13.631,13.449,13.772,14.028,1.905,11.2,17.6,12,0,0.0,0.5,0.0,0.81,0.185,0,0,False
annual_deliberation_y1,ADY1_0215,Y1,12.031,12.479,11.683,12.784,2.331,8.47,15.5,12,2,0.167,0.417,0.0,0.767,0.272,0,0,False
annual_deliberation_y1,ADY1_0216,Y1,9.953,11.244,8.949,10.757,2.434,5.84,15.5,12,4,0.333,0.083,0.083,0.757,0.384,0,0,False
annual_deliberation_y1,ADY1_0217,Y1,13.45,14.919,12.307,13.915,1.981,10.16,16.5,12,0,0.0,0.583,0.0,0.802,0.19,0,0,False
annual_deliberation_y1,ADY1_0218,Y1,11.915,11.306,12.389,12.503,1.969,9.7,16.0,12,1,0.083,0.167,0.0,0.803,0.253,0,0,False
annual_deliberation_y1,ADY1_0219,Y1,12.535,12.285,12.729,13.086,2.105,10.27,16.6,12,0,0.0,0.333,0.0,0.789,0.216,0,0,False
annual_deliberation_y1,ADY1_0220,Y1,13.361,14.531,12.451,13.582,1.702,10.3,16.2,12,0,0.0,0.5,0.0,0.83,0.191,0,0,False
annual_deliberation_y1,ADY1_0221,Y1,12.397,11.224,13.309,12.945,2.7,9.35,18.4,12,1,0.083,0.333,0.0,0.73,0.243,0,0,False
annual_deliberation_y1,ADY1_0222,Y1,7.675,9.543,6.222,9.253,4.572,3.05,15.5,12,6,0.5,0.167,0.417,0.543,0.549,0,0,False
annual_deliberation_y1,ADY1_0223,Y1,12.269,12.209,12.315,12.675,1.607,10.15,14.94,12,0,0.0,0.25,0.0,0.839,0.221,0,0,False
annual_deliberation_y1,ADY1_0224,Y1,12.212,13.672,11.077,12.901,2.578,8.55,17.0,12,2,0.167,0.417,0.0,0.742,0.269,0,0,False
annual_deliberation_y1,ADY1_0225,Y1,10.583,11.474,9.889,11.216,2.185,6.92,14.1,12,4,0.333,0.083,0.083,0.782,0.366,0,0,False
annual_deliberation_y1,ADY1_0226,Y1,13.238,13.276,13.209,13.259,2.612,9.89,17.6,12,1,0.083,0.333,0.0,0.739,0.22,0,0,False
annual_deliberation_y1,ADY1_0227,Y1,13.233,14.569,12.195,13.63,2.022,9.91,17.75,12,1,0.083,0.417,0.0,0.798,0.217,0,0,False
annual_deliberation_y1,ADY1_0228,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0229,Y1,11.014,10.976,11.044,11.384,1.682,9.03,14.4,12,2,0.167,0.167,0.0,0.832,0.297,0,0,False
annual_deliberation_y1,ADY1_0230,Y1,16.163,15.704,16.521,16.122,1.382,13.51,17.7,12,0,0.0,0.917,0.0,0.862,0.112,0,0,False
annual_deliberation_y1,ADY1_0231,Y1,10.424,10.37,10.467,11.221,2.54,7.73,15.0,12,4,0.333,0.167,0.083,0.746,0.372,0,0,False
annual_deliberation_y1,ADY1_0232,Y1,13.283,14.121,12.631,13.692,1.829,10.95,17.55,12,0,0.0,0.417,0.0,0.817,0.194,0,0,False
annual_deliberation_y1,ADY1_0233,Y1,8.732,9.923,7.806,9.707,2.823,5.16,15.5,12,7,0.583,0.083,0.167,0.718,0.495,0,0,False
annual_deliberation_y1,ADY1_0234,Y1,9.112,8.488,9.598,10.336,3.815,5.0,16.0,12,5,0.417,0.167,0.25,0.618,0.46,0,0,False
annual_deliberation_y1,ADY1_0235,Y1,12.682,12.471,12.846,13.433,2.308,8.2,16.5,12,1,0.083,0.5,0.0,0.769,0.234,0,0,False
annual_deliberation_y1,ADY1_0236,Y1,12.034,11.849,12.178,12.818,3.208,7.4,16.74,12,4,0.333,0.5,0.083,0.679,0.331,0,0,False
annual_deliberation_y1,ADY1_0237,Y1,12.666,13.672,11.883,13.261,2.135,10.25,16.0,12,0,0.0,0.417,0.0,0.786,0.212,0,0,False
annual_deliberation_y1,ADY1_0238,Y1,12.362,12.789,12.031,12.723,1.861,9.05,16.0,12,1,0.083,0.25,0.0,0.814,0.24,0,0,False
annual_deliberation_y1,ADY1_0239,Y1,11.752,11.813,11.704,12.388,2.264,8.9,15.85,12,1,0.083,0.25,0.0,0.774,0.259,0,0,False
annual_deliberation_y1,ADY1_0240,Y1,14.015,14.299,13.795,14.377,1.471,12.25,17.1,12,0,0.0,0.5,0.0,0.853,0.172,0,0,False
annual_deliberation_y1,ADY1_0241,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0242,Y1,15.116,16.001,14.428,15.182,2.274,12.0,18.8,12,0,0.0,0.667,0.0,0.773,0.146,0,0,False
annual_deliberation_y1,ADY1_0243,Y1,18.142,17.772,18.429,17.665,1.797,14.2,20.0,12,0,0.0,1.0,0.0,0.82,0.06,0,0,False
annual_deliberation_y1,ADY1_0244,Y1,16.971,17.849,16.289,16.733,1.582,14.44,19.7,12,0,0.0,1.0,0.0,0.842,0.091,0,0,False
annual_deliberation_y1,ADY1_0245,Y1,11.174,11.406,10.993,12.076,2.638,8.5,17.0,12,2,0.167,0.167,0.0,0.736,0.298,0,0,False
annual_deliberation_y1,ADY1_0246,Y1,13.016,14.428,11.917,13.238,1.725,9.7,16.85,12,1,0.083,0.25,0.0,0.828,0.222,0,0,False
annual_deliberation_y1,ADY1_0247,Y1,8.571,11.627,6.194,10.167,4.851,2.0,17.35,12,5,0.417,0.25,0.417,0.515,0.505,0,0,False
annual_deliberation_y1,ADY1_0248,Y1,13.351,14.306,12.608,13.511,1.952,9.64,17.7,12,1,0.083,0.417,0.0,0.805,0.213,0,0,False
annual_deliberation_y1,ADY1_0249,Y1,8.278,8.931,7.771,9.689,4.559,5.0,16.8,12,5,0.417,0.25,0.417,0.544,0.512,0,0,False
annual_deliberation_y1,ADY1_0250,Y1,12.507,12.74,12.326,13.22,2.304,9.38,17.0,12,2,0.167,0.417,0.0,0.77,0.259,0,0,False
annual_deliberation_y1,ADY1_0251,Y1,11.563,12.437,10.883,12.023,1.784,9.8,16.0,12,2,0.167,0.083,0.0,0.822,0.283,0,0,False
annual_deliberation_y1,ADY1_0252,Y1,12.471,13.534,11.644,12.746,1.916,10.1,16.48,12,0,0.0,0.167,0.0,0.808,0.217,0,0,False
annual_deliberation_y1,ADY1_0253,Y1,14.174,15.094,13.459,14.435,2.247,11.85,17.95,12,0,0.0,0.5,0.0,0.775,0.171,0,0,False
annual_deliberation_y1,ADY1_0254,Y1,11.342,12.903,10.127,11.939,2.304,8.81,15.15,12,3,0.25,0.333,0.0,0.77,0.312,0,0,False
annual_deliberation_y1,ADY1_0255,Y1,14.721,16.363,13.444,15.056,2.096,10.25,17.6,12,0,0.0,0.75,0.0,0.79,0.156,0,0,False
annual_deliberation_y1,ADY1_0256,Y1,12.75,13.519,12.152,13.217,1.804,10.64,16.55,12,0,0.0,0.333,0.0,0.82,0.208,0,0,False
annual_deliberation_y1,ADY1_0257,Y1,9.6,10.27,9.079,10.16,2.469,5.3,14.0,12,5,0.417,0.083,0.083,0.753,0.415,0,0,False
annual_deliberation_y1,ADY1_0258,Y1,10.534,14.079,7.778,11.068,3.66,3.29,15.77,12,4,0.333,0.167,0.25,0.634,0.399,0,0,False
annual_deliberation_y1,ADY1_0259,Y1,15.778,15.702,15.838,15.643,1.645,13.34,20.0,12,0,0.0,0.917,0.0,0.835,0.124,0,0,False
annual_deliberation_y1,ADY1_0260,Y1,12.72,13.286,12.279,12.982,1.621,10.0,15.55,12,0,0.0,0.333,0.0,0.838,0.208,0,0,False
annual_deliberation_y1,ADY1_0261,Y1,13.085,14.222,12.201,13.835,2.768,8.6,18.0,12,1,0.083,0.5,0.0,0.723,0.225,0,0,False
annual_deliberation_y1,ADY1_0262,Y1,14.147,15.714,12.928,14.529,2.278,11.95,19.1,12,0,0.0,0.5,0.0,0.772,0.172,0,0,False
annual_deliberation_y1,ADY1_0263,Y1,9.842,10.828,9.076,11.02,3.285,6.4,16.5,12,6,0.5,0.25,0.083,0.671,0.433,0,0,False
annual_deliberation_y1,ADY1_0264,Y1,14.332,15.254,13.615,14.352,2.142,10.69,18.5,12,0,0.0,0.583,0.0,0.786,0.167,0,0,False
annual_deliberation_y1,ADY1_0265,Y1,10.75,11.25,10.361,11.595,2.807,7.17,16.0,12,4,0.333,0.167,0.167,0.719,0.377,0,0,False
annual_deliberation_y1,ADY1_0266,Y1,0.296,0.676,0.0,0.992,2.817,0.0,8.5,9,9,1.0,0.0,0.889,0.718,0.939,3,0,False
annual_deliberation_y1,ADY1_0267,Y1,13.568,14.581,12.781,14.112,2.625,9.84,17.25,12,1,0.083,0.583,0.0,0.737,0.211,0,0,False
annual_deliberation_y1,ADY1_0268,Y1,14.787,14.348,15.129,14.635,2.062,11.59,18.7,12,0,0.0,0.5,0.0,0.794,0.154,0,0,False
annual_deliberation_y1,ADY1_0269,Y1,15.332,16.526,14.404,15.294,2.214,11.5,19.4,12,0,0.0,0.667,0.0,0.779,0.139,0,0,False
annual_deliberation_y1,ADY1_0270,Y1,14.415,14.774,14.136,14.919,2.183,11.77,18.15,12,0,0.0,0.667,0.0,0.782,0.164,0,0,False
annual_deliberation_y1,ADY1_0271,Y1,14.483,14.821,14.221,14.878,1.807,12.48,18.4,12,0,0.0,0.667,0.0,0.819,0.161,0,0,False
annual_deliberation_y1,ADY1_0272,Y1,10.462,10.244,10.632,10.87,1.899,8.22,13.5,12,4,0.333,0.0,0.0,0.81,0.355,0,0,False
annual_deliberation_y1,ADY1_0273,Y1,10.386,10.751,10.102,10.945,1.743,7.93,14.0,12,3,0.25,0.083,0.083,0.826,0.348,0,0,False
annual_deliberation_y1,ADY1_0274,Y1,12.351,13.519,11.443,12.992,2.19,9.05,16.5,12,1,0.083,0.333,0.0,0.781,0.242,0,0,False
annual_deliberation_y1,ADY1_0275,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0276,Y1,14.727,14.206,15.132,15.099,1.541,12.35,17.0,12,0,0.0,0.833,0.0,0.846,0.153,0,0,False
annual_deliberation_y1,ADY1_0277,Y1,13.304,14.527,12.352,13.452,2.212,10.15,17.82,12,0,0.0,0.333,0.0,0.779,0.195,0,0,False
annual_deliberation_y1,ADY1_0278,Y1,14.447,14.676,14.269,14.622,1.629,11.8,17.9,12,0,0.0,0.667,0.0,0.837,0.161,0,0,False
annual_deliberation_y1,ADY1_0279,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0280,Y1,14.329,13.621,14.88,14.51,2.779,10.6,19.0,12,0,0.0,0.583,0.0,0.722,0.17,0,0,False
annual_deliberation_y1,ADY1_0281,Y1,11.409,11.539,11.309,11.854,2.337,7.82,14.75,12,3,0.25,0.167,0.083,0.766,0.323,0,0,False
annual_deliberation_y1,ADY1_0282,Y1,14.628,14.735,14.544,14.901,1.795,12.62,19.4,12,0,0.0,0.75,0.0,0.821,0.157,0,0,False
annual_deliberation_y1,ADY1_0283,Y1,9.735,10.905,8.824,10.646,2.746,6.96,16.0,12,5,0.417,0.167,0.167,0.725,0.425,0,0,False
annual_deliberation_y1,ADY1_0284,Y1,12.586,13.998,11.487,13.145,2.135,9.25,15.71,12,2,0.167,0.5,0.0,0.787,0.256,0,0,False
annual_deliberation_y1,ADY1_0285,Y1,9.298,9.205,9.369,10.184,2.728,6.28,15.1,12,8,0.667,0.167,0.167,0.727,0.5,0,0,False
annual_deliberation_y1,ADY1_0286,Y1,12.49,13.357,11.815,13.038,1.835,9.26,16.0,12,1,0.083,0.167,0.0,0.817,0.237,0,0,False
annual_deliberation_y1,ADY1_0287,Y1,10.824,12.778,9.304,11.188,2.48,8.2,15.8,12,4,0.333,0.167,0.0,0.752,0.348,0,0,False
annual_deliberation_y1,ADY1_0288,Y1,7.702,6.664,8.509,8.774,3.431,3.6,15.0,12,8,0.667,0.083,0.5,0.657,0.597,0,0,False
annual_deliberation_y1,ADY1_0289,Y1,10.892,12.044,9.996,11.737,2.624,7.68,16.2,12,2,0.167,0.167,0.083,0.738,0.318,0,0,False
annual_deliberation_y1,ADY1_0290,Y1,14.844,14.719,14.942,15.058,2.28,12.17,19.4,12,0,0.0,0.583,0.0,0.772,0.153,0,0,False
annual_deliberation_y1,ADY1_0291,Y1,13.082,12.596,13.459,13.648,2.572,8.84,18.0,12,1,0.083,0.5,0.0,0.743,0.224,0,0,False
annual_deliberation_y1,ADY1_0292,Y1,16.916,16.939,16.899,16.693,1.717,14.0,19.63,12,0,0.0,1.0,0.0,0.828,0.093,0,0,False
annual_deliberation_y1,ADY1_0293,Y1,8.495,10.874,6.644,9.184,3.443,5.1,15.85,12,7,0.583,0.167,0.417,0.656,0.542,0,0,False
annual_deliberation_y1,ADY1_0294,Y1,17.585,17.668,17.52,17.201,1.536,14.75,20.0,12,0,0.0,1.0,0.0,0.846,0.074,0,0,False
annual_deliberation_y1,ADY1_0295,Y1,7.924,9.941,6.354,9.244,3.919,5.0,14.5,12,5,0.417,0.083,0.417,0.608,0.518,0,0,False
annual_deliberation_y1,ADY1_0296,Y1,13.842,14.399,13.409,13.774,1.654,11.35,17.2,12,0,0.0,0.417,0.0,0.835,0.178,0,0,False
annual_deliberation_y1,ADY1_0297,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False
annual_deliberation_y1,ADY1_0298,Y1,12.358,14.378,10.786,12.938,3.153,8.1,17.2,12,2,0.167,0.417,0.0,0.685,0.268,0,0,False
annual_deliberation_y1,ADY1_0299,Y1,9.634,9.33,9.871,10.026,2.539,7.15,15.2,12,8,0.667,0.083,0.25,0.746,0.502,0,0,False
annual_deliberation_y1,ADY1_0300,Y1,11.631,11.77,11.523,12.261,2.085,9.2,16.0,12,1,0.083,0.25,0.0,0.791,0.261,0,0,False
annual_deliberation_y1,ADY1_0301,Y1,11.669,12.036,11.383,12.247,2.716,7.16,17.1,12,2,0.167,0.25,0.083,0.728,0.297,0,0,False
annual_deliberation_y1,ADY1_0302,Y1,13.281,12.887,13.588,13.975,2.401,8.5,18.0,12,1,0.083,0.583,0.0,0.76,0.218,0,0,False
annual_deliberation_y1,ADY1_0303,Y1,14.864,15.364,14.476,14.817,1.893,12.6,18.5,12,0,0.0,0.5,0.0,0.811,0.151,0,0,False
annual_deliberation_y1,ADY1_0304,Y1,10.671,12.051,9.597,11.625,2.644,6.95,16.15,12,3,0.25,0.25,0.083,0.736,0.345,0,0,False
annual_deliberation_y1,ADY1_0305,Y1,11.718,14.555,9.512,12.252,2.969,7.1,15.65,12,3,0.25,0.417,0.167,0.703,0.33,0,0,False
annual_deliberation_y1,ADY1_0306,Y1,9.843,13.216,7.219,11.06,4.122,4.55,16.5,12,5,0.417,0.417,0.333,0.588,0.454,0,0,False
annual_deliberation_y1,ADY1_0307,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,1.0,0.0,1.0,1.0,0.95,0,0,False
annual_deliberation_y1,ADY1_0308,Y1,13.056,13.084,13.034,13.367,2.264,9.55,18.3,12,1,0.083,0.25,0.0,0.774,0.223,0,0,False
annual_deliberation_y1,ADY1_0309,Y1,11.18,12.812,9.91,12.018,3.354,5.25,16.05,12,4,0.333,0.417,0.167,0.665,0.368,0,0,False
anonymized_attendance_tp_emd,ANON_0001,Unknown,13.75,13.377,11.859,13.75,7.628,5.25,20.0,3,1,0.333,0.667,0.333,0.237,0.343,1,2,True
anonymized_attendance_tp_emd,ANON_0002,Unknown,15.05,13.273,12.081,15.05,4.374,10.0,17.65,3,0,0.0,0.667,0.0,0.563,0.158,1,2,True
anonymized_attendance_tp_emd,ANON_0003,Unknown,14.25,13.261,11.872,14.25,5.847,7.5,17.75,3,1,0.333,0.667,0.333,0.415,0.321,2,2,True
anonymized_attendance_tp_emd,ANON_0004,Unknown,15.639,13.328,11.98,15.639,4.956,10.25,20.0,3,0,0.0,0.667,0.0,0.504,0.145,1,2,True
anonymized_attendance_tp_emd,ANON_0005,Unknown,14.75,13.429,12.1,14.75,7.365,6.25,19.25,3,1,0.333,0.667,0.333,0.263,0.315,1,2,True
anonymized_attendance_tp_emd,ANON_0006,Unknown,0.0,13.37,12.085,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True
anonymized_attendance_tp_emd,ANON_0007,Unknown,13.0,13.452,12.088,13.0,5.292,7.0,17.0,3,1,0.333,0.667,0.333,0.471,0.352,3,2,True
anonymized_attendance_tp_emd,ANON_0008,Unknown,18.083,13.226,12.073,18.083,1.876,16.25,20.0,3,0,0.0,1.0,0.0,0.812,0.062,1,2,True
anonymized_attendance_tp_emd,ANON_0009,Unknown,17.433,13.242,12.015,17.433,3.855,13.0,20.0,3,0,0.0,0.667,0.0,0.614,0.09,1,2,True
anonymized_attendance_tp_emd,ANON_0010,Unknown,19.75,13.333,12.032,19.75,0.354,19.5,20.0,2,0,0.0,1.0,0.0,0.965,0.009,2,2,True
anonymized_attendance_tp_emd,ANON_0011,Unknown,7.411,13.545,12.01,7.411,5.067,4.0,13.233,3,2,0.667,0.0,0.667,0.493,0.638,6,2,True
anonymized_attendance_tp_emd,ANON_0012,Unknown,9.583,13.405,12.05,9.583,6.54,3.5,16.5,3,2,0.667,0.333,0.333,0.346,0.536,4,2,True
anonymized_attendance_tp_emd,ANON_0013,Unknown,9.583,13.241,12.056,9.583,3.394,7.5,13.5,3,2,0.667,0.0,0.667,0.661,0.57,4,2,True
anonymized_attendance_tp_emd,ANON_0014,Unknown,0.0,13.334,12.014,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True
anonymized_attendance_tp_emd,ANON_0015,Unknown,15.0,13.362,12.054,15.0,0.0,15.0,15.0,2,0,0.0,1.0,0.0,1.0,0.138,2,2,True
anonymized_attendance_tp_emd,ANON_0016,Unknown,14.833,13.288,11.928,14.833,4.619,9.5,17.5,3,1,0.333,0.667,0.0,0.538,0.249,2,2,True
anonymized_attendance_tp_emd,ANON_0017,Unknown,6.356,13.399,11.968,6.356,5.236,2.5,12.317,3,2,0.667,0.0,0.667,0.476,0.668,7,2,True
anonymized_attendance_tp_emd,ANON_0018,Unknown,1.5,13.327,12.024,1.5,1.414,0.5,2.5,2,2,1.0,0.0,1.0,0.859,0.916,10,2,True
anonymized_attendance_tp_emd,ANON_0019,Unknown,14.083,13.313,12.201,14.083,5.865,7.5,18.75,3,1,0.333,0.667,0.333,0.414,0.325,1,2,True
anonymized_attendance_tp_emd,ANON_0020,Unknown,0.0,13.46,12.055,0.0,0.0,0.0,0.0,3,3,1.0,0.0,1.0,1.0,0.95,10,2,True
anonymized_attendance_tp_emd,ANON_0021,Unknown,14.833,13.181,11.986,14.833,0.236,14.667,15.0,2,0,0.0,1.0,0.0,0.976,0.143,4,2,True
anonymized_attendance_tp_emd,ANON_0022,Unknown,17.575,13.251,11.977,17.575,0.106,17.5,17.65,2,0,0.0,1.0,0.0,0.989,0.067,2,2,True
anonymized_attendance_tp_emd,ANON_0023,Unknown,14.744,13.265,12.078,14.744,7.229,6.5,20.0,3,1,0.333,0.667,0.333,0.277,0.314,1,2,True
anonymized_attendance_tp_emd,ANON_0024,Unknown,0.0,13.262,11.99,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True
anonymized_attendance_tp_emd,ANON_0025,Unknown,0.0,13.273,12.067,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True
anonymized_attendance_tp_emd,ANON_0026,Unknown,14.083,13.387,12.053,14.083,3.185,12.0,17.75,3,0,0.0,0.333,0.0,0.681,0.179,3,2,True
anonymized_attendance_tp_emd,ANON_0027,Unknown,15.833,13.444,11.87,15.833,6.166,8.75,20.0,3,1,0.333,0.667,0.0,0.383,0.229,1,2,True
anonymized_attendance_tp_emd,ANON_0028,Unknown,0.0,13.427,12.049,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.95,11,2,True
