source_dataset,local_student_id,year_level,academic_avg_20,semester1_avg_20,semester2_avg_20,course_grade_mean_20,course_grade_std_20,course_grade_min_20,course_grade_max_20,course_count,failed_course_count_est,failed_course_rate,strong_course_rate,low_performance_rate,performance_consistency_index,academic_risk_score,missing_raw_values_count,missing_core_features_before_imputation,was_imputed,at_risk_label,cluster,pca1,pca2
annual_deliberation_y1,ADY1_0132,Y1,11.902,13.515,10.647,12.622,2.58,7.41,15.5,12,2,0.167,0.333,0.083,0.742,0.29,0,0,False,0,0,0.5357721624370779,-0.046453041600236465
annual_deliberation_y1,ADY1_0133,Y1,10.635,11.919,9.636,11.18,2.433,6.54,14.45,12,4,0.333,0.083,0.083,0.757,0.366,0,0,False,0,1,1.6335530571023653,0.16826187131984832
annual_deliberation_y1,ADY1_0134,Y1,12.082,14.057,10.546,12.27,2.05,8.75,14.88,12,2,0.167,0.167,0.0,0.795,0.27,0,0,False,0,0,0.4733335383806517,0.3531415642101991
annual_deliberation_y1,ADY1_0135,Y1,13.693,13.79,13.618,13.992,1.711,10.9,16.82,12,0,0.0,0.583,0.0,0.829,0.182,0,0,False,0,0,-0.9911864940236537,0.42199225587814876
annual_deliberation_y1,ADY1_0136,Y1,11.631,12.435,11.006,12.294,2.161,7.55,14.82,12,2,0.167,0.25,0.083,0.784,0.295,0,0,False,0,0,0.6784383936672829,0.29216103347609174
annual_deliberation_y1,ADY1_0137,Y1,6.973,8.293,5.947,8.326,3.754,2.95,14.5,12,7,0.583,0.083,0.583,0.625,0.61,0,0,False,1,1,4.567548687878239,-0.5516826214913818
annual_deliberation_y1,ADY1_0138,Y1,12.487,13.499,11.701,12.875,1.777,9.67,17.0,12,1,0.083,0.083,0.0,0.822,0.236,0,0,False,0,0,0.24499796379893077,0.5565160901170075
annual_deliberation_y1,ADY1_0139,Y1,12.514,13.186,11.992,13.188,2.073,9.9,16.5,12,1,0.083,0.333,0.0,0.793,0.237,0,0,False,0,0,-0.0973480648779906,0.29192114276933534
annual_deliberation_y1,ADY1_0140,Y1,13.125,13.443,12.878,13.291,1.707,10.6,16.06,12,0,0.0,0.417,0.0,0.829,0.198,0,0,False,0,0,-0.6197473157592116,0.504810990552985
annual_deliberation_y1,ADY1_0141,Y1,13.727,14.992,12.743,14.107,2.035,9.42,16.68,12,1,0.083,0.583,0.0,0.796,0.204,0,0,False,0,0,-0.7374395236041631,0.16034078035896607
annual_deliberation_y1,ADY1_0142,Y1,10.18,11.006,9.538,10.786,2.054,7.18,13.5,12,4,0.333,0.0,0.083,0.795,0.376,0,0,False,0,1,1.8208627934588961,0.493031521942926
annual_deliberation_y1,ADY1_0143,Y1,14.746,15.733,13.978,14.788,1.461,12.8,17.9,12,0,0.0,0.75,0.0,0.854,0.152,0,0,False,0,0,-1.4952979266131037,0.4781183469868619
annual_deliberation_y1,ADY1_0144,Y1,13.835,13.979,13.723,14.172,1.706,11.7,18.2,12,0,0.0,0.5,0.0,0.829,0.178,0,0,False,0,0,-0.9029378662057675,0.42942310584702525
annual_deliberation_y1,ADY1_0145,Y1,14.647,14.881,14.466,14.714,1.703,12.57,18.2,12,0,0.0,0.5,0.0,0.83,0.156,0,0,False,0,0,-1.0869347037694441,0.3720090866977516
annual_deliberation_y1,ADY1_0146,Y1,12.761,12.329,13.096,13.083,1.883,8.45,15.2,12,1,0.083,0.333,0.0,0.812,0.229,0,0,False,0,0,-0.1715558381961683,0.407178915589165
annual_deliberation_y1,ADY1_0147,Y1,11.928,12.843,11.217,12.277,1.823,9.25,15.6,12,2,0.167,0.167,0.0,0.818,0.273,0,0,False,0,0,0.4869276679238166,0.5287756954266235
annual_deliberation_y1,ADY1_0148,Y1,14.06,14.942,13.373,14.233,1.449,11.3,16.49,12,0,0.0,0.833,0.0,0.855,0.171,0,0,False,0,0,-1.460797612354079,0.5211086833849389
annual_deliberation_y1,ADY1_0149,Y1,10.06,11.398,9.019,10.953,2.878,6.1,16.0,12,6,0.5,0.167,0.167,0.712,0.438,0,0,False,0,1,2.361090778289188,-0.17421232683147952
annual_deliberation_y1,ADY1_0150,Y1,10.023,10.136,9.934,10.965,2.638,7.7,15.5,12,5,0.417,0.167,0.167,0.736,0.417,0,0,False,0,1,2.1176491042321617,0.023863883861274197
annual_deliberation_y1,ADY1_0151,Y1,8.871,12.017,6.424,10.079,4.321,3.35,16.2,12,6,0.5,0.167,0.25,0.568,0.49,0,0,False,0,1,2.9764599871801676,-1.1025756482121165
annual_deliberation_y1,ADY1_0152,Y1,12.571,13.256,12.037,13.104,1.737,10.65,16.5,12,0,0.0,0.25,0.0,0.826,0.213,0,0,False,0,0,-0.2495237487137418,0.5652227378753403
annual_deliberation_y1,ADY1_0153,Y1,13.731,14.12,13.428,13.964,1.795,10.35,16.0,12,0,0.0,0.583,0.0,0.82,0.181,0,0,False,0,0,-0.9927426057004416,0.3549196297388458
annual_deliberation_y1,ADY1_0154,Y1,12.133,14.081,10.618,12.485,2.369,8.25,15.67,12,3,0.25,0.25,0.0,0.763,0.291,0,0,False,0,0,0.6001520963772302,0.07835489862174069
annual_deliberation_y1,ADY1_0155,Y1,14.956,15.425,14.591,14.993,1.829,12.25,18.8,12,0,0.0,0.75,0.0,0.817,0.148,0,0,False,0,0,-1.5092274296329442,0.19852292915478698
annual_deliberation_y1,ADY1_0156,Y1,15.927,15.561,16.211,16.201,1.502,13.0,19.0,12,0,0.0,0.917,0.0,0.85,0.12,0,0,False,0,0,-2.001647909416868,0.31804896647071645
annual_deliberation_y1,ADY1_0157,Y1,10.863,11.797,10.137,11.357,1.797,7.05,13.8,12,1,0.083,0.0,0.083,0.82,0.294,0,0,False,0,0,0.9529132657065782,0.690659419191254
annual_deliberation_y1,ADY1_0158,Y1,13.469,14.164,12.929,13.622,1.408,10.7,15.65,12,0,0.0,0.5,0.0,0.859,0.187,0,0,False,0,0,-0.8461457663892877,0.6717992206553173
annual_deliberation_y1,ADY1_0159,Y1,15.06,15.134,15.003,15.35,1.959,11.8,17.76,12,0,0.0,0.75,0.0,0.804,0.146,0,0,False,0,0,-1.5202821445289985,0.09794555914919566
annual_deliberation_y1,ADY1_0160,Y1,13.575,13.386,13.722,13.941,2.02,11.0,18.2,12,0,0.0,0.5,0.0,0.798,0.187,0,0,False,0,0,-0.8146529520937277,0.22995844118950914
annual_deliberation_y1,ADY1_0161,Y1,15.851,16.859,15.067,15.817,1.661,13.45,18.9,12,0,0.0,0.917,0.0,0.834,0.122,0,0,False,0,0,-1.9723489574089295,0.21018748516424982
annual_deliberation_y1,ADY1_0162,Y1,14.051,14.137,13.983,14.203,2.431,11.8,19.05,12,0,0.0,0.417,0.0,0.757,0.176,0,0,False,0,0,-0.7641779647894223,-0.08043547597147462
annual_deliberation_y1,ADY1_0163,Y1,7.325,7.952,6.838,8.574,3.679,5.0,16.0,12,7,0.583,0.083,0.5,0.632,0.588,0,0,False,1,1,4.268057478225638,-0.5299772954907737
annual_deliberation_y1,ADY1_0164,Y1,15.393,15.268,15.491,15.404,1.463,12.25,18.2,12,0,0.0,0.917,0.0,0.854,0.134,0,0,False,0,0,-1.885605951801449,0.388833011217889
annual_deliberation_y1,ADY1_0165,Y1,13.097,13.276,12.957,13.311,1.257,11.35,15.79,12,0,0.0,0.333,0.0,0.874,0.196,0,0,False,0,0,-0.5339913649773017,0.8455808369371057
annual_deliberation_y1,ADY1_0166,Y1,9.422,9.206,9.591,9.903,2.606,4.78,13.0,12,4,0.333,0.0,0.167,0.739,0.412,0,0,False,0,1,2.2606581115136084,0.15558541545288934
annual_deliberation_y1,ADY1_0167,Y1,11.189,12.669,10.038,11.631,2.364,8.75,15.3,12,5,0.417,0.167,0.0,0.764,0.358,0,0,False,0,1,1.3942013589817501,0.12957928252195966
annual_deliberation_y1,ADY1_0168,Y1,9.424,9.676,9.227,10.572,3.775,5.0,16.0,12,4,0.333,0.167,0.25,0.623,0.431,0,0,False,0,1,2.3406346139929632,-0.7060669200058178
annual_deliberation_y1,ADY1_0169,Y1,13.684,15.336,12.399,14.058,2.008,10.47,17.0,12,0,0.0,0.667,0.0,0.799,0.184,0,0,False,0,0,-1.0830887856411227,0.19066114680444626
annual_deliberation_y1,ADY1_0170,Y1,13.902,14.961,13.077,13.856,1.94,10.7,16.64,12,0,0.0,0.5,0.0,0.806,0.177,0,0,False,0,0,-0.8979488343673143,0.260607114146807
annual_deliberation_y1,ADY1_0171,Y1,1.272,2.909,0.0,1.704,2.637,0.0,6.3,9,9,1.0,0.0,1.0,0.736,0.928,3,0,False,1,2,8.111667905742202,0.5862506174214713
annual_deliberation_y1,ADY1_0172,Y1,10.284,10.479,10.132,11.234,2.902,6.17,16.05,12,5,0.417,0.25,0.083,0.71,0.398,0,0,False,0,1,1.7427926074762328,-0.20066242123035127
annual_deliberation_y1,ADY1_0173,Y1,7.38,9.053,6.079,8.258,3.055,3.7,13.0,12,8,0.667,0.0,0.5,0.694,0.604,0,0,False,1,1,4.55072796823528,-0.10016919133304311
annual_deliberation_y1,ADY1_0174,Y1,12.085,11.868,12.254,12.706,2.148,9.5,16.0,12,2,0.167,0.417,0.0,0.785,0.27,0,0,False,0,0,0.11692561128710065,0.2252494851670845
annual_deliberation_y1,ADY1_0175,Y1,13.758,14.079,13.508,13.848,2.388,9.5,19.4,12,1,0.083,0.417,0.0,0.761,0.204,0,0,False,0,0,-0.4735345777886692,-0.05350766922715993
annual_deliberation_y1,ADY1_0176,Y1,12.245,14.525,10.472,12.729,2.548,9.1,16.63,12,3,0.25,0.25,0.0,0.745,0.289,0,0,False,0,0,0.5917793704078895,-0.05838922355512582
annual_deliberation_y1,ADY1_0177,Y1,14.844,15.391,14.418,15.008,1.787,12.6,17.98,12,0,0.0,0.667,0.0,0.821,0.151,0,0,False,0,0,-1.3663978447551277,0.25464301091154246
annual_deliberation_y1,ADY1_0178,Y1,13.433,13.776,13.167,13.919,1.972,10.7,17.44,12,0,0.0,0.417,0.0,0.803,0.19,0,0,False,0,0,-0.6682098129377063,0.29536209296692495
annual_deliberation_y1,ADY1_0179,Y1,13.089,12.517,13.533,13.268,1.677,10.75,16.4,12,0,0.0,0.333,0.0,0.832,0.198,0,0,False,0,0,-0.49460377246867976,0.547746406414621
annual_deliberation_y1,ADY1_0180,Y1,14.39,14.226,14.517,14.312,1.309,12.5,17.15,12,0,0.0,0.5,0.0,0.869,0.161,0,0,False,0,0,-1.064742578107682,0.6695019324055916
annual_deliberation_y1,ADY1_0181,Y1,14.127,15.474,13.079,14.32,2.271,10.6,19.55,12,0,0.0,0.583,0.0,0.773,0.173,0,0,False,0,0,-1.0378899533394506,-0.010356808146160466
annual_deliberation_y1,ADY1_0182,Y1,3.748,6.673,1.474,4.852,4.106,0.0,14.4,12,11,0.917,0.083,0.917,0.589,0.834,0,0,False,1,2,7.119622876707885,-0.6494128819882199
annual_deliberation_y1,ADY1_0183,Y1,14.771,14.23,15.191,14.837,1.938,11.85,19.8,12,0,0.0,0.75,0.0,0.806,0.153,0,0,False,0,0,-1.459046414122766,0.13492577979394116
annual_deliberation_y1,ADY1_0184,Y1,11.751,13.476,10.41,12.329,2.511,8.9,16.0,12,2,0.167,0.333,0.0,0.749,0.281,0,0,False,0,0,0.34793868472373535,0.015058264349008648
annual_deliberation_y1,ADY1_0185,Y1,2.347,5.364,0.0,3.491,3.476,0.0,8.5,9,9,1.0,0.0,0.889,0.652,0.886,3,0,False,1,2,7.657834680531484,-0.09625627064173325
annual_deliberation_y1,ADY1_0186,Y1,8.846,11.592,6.709,10.083,4.133,3.24,15.5,12,6,0.5,0.25,0.333,0.587,0.502,0,0,False,1,1,3.058052804074403,-0.9842681117825043
annual_deliberation_y1,ADY1_0187,Y1,10.489,11.994,9.319,11.207,3.094,6.65,16.5,12,5,0.417,0.25,0.167,0.691,0.406,0,0,False,0,1,1.931188237357468,-0.3517935502665246
annual_deliberation_y1,ADY1_0188,Y1,15.518,15.566,15.48,15.638,1.833,13.0,18.75,12,0,0.0,0.75,0.0,0.817,0.132,0,0,False,0,0,-1.6383119609494299,0.15365138431310832
annual_deliberation_y1,ADY1_0189,Y1,8.702,10.733,7.123,9.819,3.888,5.0,14.0,12,5,0.417,0.083,0.333,0.611,0.484,0,0,False,0,1,3.0819845155178522,-0.7399211432602589
annual_deliberation_y1,ADY1_0190,Y1,14.527,14.844,14.281,14.642,2.324,10.05,19.7,12,0,0.0,0.75,0.0,0.768,0.162,0,0,False,0,0,-1.3677081158620956,-0.11551885388979474
annual_deliberation_y1,ADY1_0191,Y1,10.343,12.498,8.667,11.095,2.92,6.3,14.53,12,4,0.333,0.167,0.25,0.708,0.401,0,0,False,0,1,2.052824649679598,-0.1754565182104345
annual_deliberation_y1,ADY1_0192,Y1,14.011,14.307,13.781,14.476,2.308,10.4,18.6,12,0,0.0,0.667,0.0,0.769,0.176,0,0,False,0,0,-1.131246867593764,-0.04863075698302518
annual_deliberation_y1,ADY1_0193,Y1,9.974,12.703,7.852,10.963,4.333,3.6,17.2,12,5,0.417,0.333,0.333,0.567,0.452,0,0,False,0,1,2.472406118909975,-1.2100307159953525
annual_deliberation_y1,ADY1_0194,Y1,12.277,12.369,12.204,12.822,2.356,8.65,17.0,12,1,0.083,0.25,0.0,0.764,0.245,0,0,False,0,0,0.10383938498557287,0.1235200330150573
annual_deliberation_y1,ADY1_0195,Y1,9.74,10.757,8.949,10.508,2.456,6.55,14.1,12,5,0.417,0.167,0.167,0.754,0.424,0,0,False,0,1,2.1656849177768507,0.1742964812100693
annual_deliberation_y1,ADY1_0196,Y1,13.738,15.269,12.547,14.004,1.703,11.1,16.1,12,0,0.0,0.583,0.0,0.83,0.181,0,0,False,0,0,-1.0014674602250515,0.42559274497972827
annual_deliberation_y1,ADY1_0197,Y1,10.401,11.952,9.195,11.026,2.48,6.6,14.5,12,3,0.25,0.167,0.167,0.752,0.364,0,0,False,0,1,1.5550441771033972,0.15702266008027954
annual_deliberation_y1,ADY1_0198,Y1,14.304,15.049,13.726,14.749,2.056,10.92,17.68,12,0,0.0,0.583,0.0,0.794,0.167,0,0,False,0,0,-1.0975390873144304,0.1247275502821388
annual_deliberation_y1,ADY1_0199,Y1,13.762,14.322,13.327,13.798,1.357,11.5,16.45,12,0,0.0,0.333,0.0,0.864,0.178,0,0,False,0,0,-0.6762950798219782,0.7215576482366721
annual_deliberation_y1,ADY1_0200,Y1,14.9,14.794,14.983,15.181,1.697,12.6,17.9,12,0,0.0,0.75,0.0,0.83,0.149,0,0,False,0,0,-1.5081218582546696,0.29536637066499344
annual_deliberation_y1,ADY1_0201,Y1,14.625,15.734,13.762,15.09,2.302,11.1,17.9,12,0,0.0,0.75,0.0,0.77,0.159,0,0,False,0,0,-1.3923741888762662,-0.10916417096173203
annual_deliberation_y1,ADY1_0202,Y1,13.744,14.172,13.412,14.098,1.239,11.97,16.5,12,0,0.0,0.5,0.0,0.876,0.178,0,0,False,0,0,-0.9258397859688445,0.7705311913790195
annual_deliberation_y1,ADY1_0203,Y1,12.825,13.796,12.071,13.298,1.736,10.58,16.0,12,0,0.0,0.333,0.0,0.826,0.206,0,0,False,0,0,-0.42792444563606563,0.5262478640841776
annual_deliberation_y1,ADY1_0204,Y1,14.964,14.597,15.25,15.135,1.959,12.15,18.65,12,0,0.0,0.667,0.0,0.804,0.148,0,0,False,0,0,-1.3796449092374419,0.12417043856502383
annual_deliberation_y1,ADY1_0205,Y1,14.85,14.841,14.857,15.105,1.863,12.1,18.95,12,0,0.0,0.75,0.0,0.814,0.151,0,0,False,0,0,-1.4826221581358938,0.1856279277653388
annual_deliberation_y1,ADY1_0206,Y1,15.538,15.985,15.191,15.213,1.971,12.5,18.7,12,0,0.0,0.75,0.0,0.803,0.133,0,0,False,0,0,-1.6275165517501542,0.05282650485779634
annual_deliberation_y1,ADY1_0207,Y1,15.485,17.058,14.262,15.338,2.426,11.19,18.42,12,0,0.0,0.75,0.0,0.757,0.136,0,0,False,0,0,-1.5755373993353374,-0.2699619500825976
annual_deliberation_y1,ADY1_0208,Y1,11.361,11.683,11.111,11.532,1.195,9.16,13.85,12,1,0.083,0.0,0.0,0.881,0.264,0,0,False,0,0,0.5670159885185106,1.0840383705834384
annual_deliberation_y1,ADY1_0209,Y1,16.557,17.361,15.931,16.266,2.014,12.13,19.85,12,0,0.0,0.917,0.0,0.799,0.105,0,0,False,0,0,-2.0984537126626046,-0.09447288659202395
annual_deliberation_y1,ADY1_0210,Y1,10.0,9.623,10.293,10.598,2.041,7.65,13.5,12,6,0.5,0.0,0.167,0.796,0.435,0,0,False,0,1,2.539288821459769,0.46495183903518067
annual_deliberation_y1,ADY1_0211,Y1,10.605,12.674,8.996,11.536,2.848,6.54,15.5,12,3,0.25,0.25,0.167,0.715,0.36,0,0,False,0,1,1.4212524762635195,-0.14089663519380913
annual_deliberation_y1,ADY1_0212,Y1,14.465,13.999,14.827,14.782,1.703,11.6,17.38,12,0,0.0,0.833,0.0,0.83,0.161,0,0,False,0,0,-1.5300747195423914,0.311237583083043
annual_deliberation_y1,ADY1_0213,Y1,14.348,14.956,13.874,14.502,2.104,10.95,18.95,12,0,0.0,0.667,0.0,0.79,0.166,0,0,False,0,0,-1.226016573314738,0.07382799403996324
annual_deliberation_y1,ADY1_0214,Y1,13.631,13.449,13.772,14.028,1.905,11.2,17.6,12,0,0.0,0.5,0.0,0.81,0.185,0,0,False,0,0,-0.8379486110420686,0.3107923586843471
annual_deliberation_y1,ADY1_0215,Y1,12.031,12.479,11.683,12.784,2.331,8.47,15.5,12,2,0.167,0.417,0.0,0.767,0.272,0,0,False,0,0,0.1445502074997147,0.10156411537857216
annual_deliberation_y1,ADY1_0216,Y1,9.953,11.244,8.949,10.757,2.434,5.84,15.5,12,4,0.333,0.083,0.083,0.757,0.384,0,0,False,0,1,1.786042877198253,0.22233385308447168
annual_deliberation_y1,ADY1_0217,Y1,13.45,14.919,12.307,13.915,1.981,10.16,16.5,12,0,0.0,0.583,0.0,0.802,0.19,0,0,False,0,0,-0.9114016377833252,0.2495029588927446
annual_deliberation_y1,ADY1_0218,Y1,11.915,11.306,12.389,12.503,1.969,9.7,16.0,12,1,0.083,0.167,0.0,0.803,0.253,0,0,False,0,0,0.27091901162292636,0.44815624424432887
annual_deliberation_y1,ADY1_0219,Y1,12.535,12.285,12.729,13.086,2.105,10.27,16.6,12,0,0.0,0.333,0.0,0.789,0.216,0,0,False,0,0,-0.3276994519045353,0.2865106223402566
annual_deliberation_y1,ADY1_0220,Y1,13.361,14.531,12.451,13.582,1.702,10.3,16.2,12,0,0.0,0.5,0.0,0.83,0.191,0,0,False,0,0,-0.7962879592752522,0.4742533968163957
annual_deliberation_y1,ADY1_0221,Y1,12.397,11.224,13.309,12.945,2.7,9.35,18.4,12,1,0.083,0.333,0.0,0.73,0.243,0,0,False,0,0,-0.014118123395464163,-0.14644415991801718
annual_deliberation_y1,ADY1_0222,Y1,7.675,9.543,6.222,9.253,4.572,3.05,15.5,12,6,0.5,0.167,0.417,0.543,0.549,0,0,False,1,1,3.701980890905586,-1.184771786641254
annual_deliberation_y1,ADY1_0223,Y1,12.269,12.209,12.315,12.675,1.607,10.15,14.94,12,0,0.0,0.25,0.0,0.839,0.221,0,0,False,0,0,-0.1919254292504222,0.6817065041075945
annual_deliberation_y1,ADY1_0224,Y1,12.212,13.672,11.077,12.901,2.578,8.55,17.0,12,2,0.167,0.417,0.0,0.742,0.269,0,0,False,0,0,0.12855109679792445,-0.090254858472435
annual_deliberation_y1,ADY1_0225,Y1,10.583,11.474,9.889,11.216,2.185,6.92,14.1,12,4,0.333,0.083,0.083,0.782,0.366,0,0,False,0,1,1.621896613340719,0.3499619221423073
annual_deliberation_y1,ADY1_0226,Y1,13.238,13.276,13.209,13.259,2.612,9.89,17.6,12,1,0.083,0.333,0.0,0.739,0.22,0,0,False,0,0,-0.21144931130916894,-0.14927772093949246
annual_deliberation_y1,ADY1_0227,Y1,13.233,14.569,12.195,13.63,2.022,9.91,17.75,12,1,0.083,0.417,0.0,0.798,0.217,0,0,False,0,0,-0.3871594166100484,0.25124677789403854
annual_deliberation_y1,ADY1_0228,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0229,Y1,11.014,10.976,11.044,11.384,1.682,9.03,14.4,12,2,0.167,0.167,0.0,0.832,0.297,0,0,False,0,0,0.6801465744350292,0.7008583931313618
annual_deliberation_y1,ADY1_0230,Y1,16.163,15.704,16.521,16.122,1.382,13.51,17.7,12,0,0.0,0.917,0.0,0.862,0.112,0,0,False,0,0,-2.0688569216245924,0.38427592268802246
annual_deliberation_y1,ADY1_0231,Y1,10.424,10.37,10.467,11.221,2.54,7.73,15.0,12,4,0.333,0.167,0.083,0.746,0.372,0,0,False,0,1,1.5682748301522365,0.08782744153618251
annual_deliberation_y1,ADY1_0232,Y1,13.283,14.121,12.631,13.692,1.829,10.95,17.55,12,0,0.0,0.417,0.0,0.817,0.194,0,0,False,0,0,-0.6453332625406982,0.40691562354336897
annual_deliberation_y1,ADY1_0233,Y1,8.732,9.923,7.806,9.707,2.823,5.16,15.5,12,7,0.583,0.083,0.167,0.718,0.495,0,0,False,0,1,3.008745914942247,-0.03155401935413408
annual_deliberation_y1,ADY1_0234,Y1,9.112,8.488,9.598,10.336,3.815,5.0,16.0,12,5,0.417,0.167,0.25,0.618,0.46,0,0,False,0,1,2.645954137211213,-0.7419234333381924
annual_deliberation_y1,ADY1_0235,Y1,12.682,12.471,12.846,13.433,2.308,8.2,16.5,12,1,0.083,0.5,0.0,0.769,0.234,0,0,False,0,0,-0.3551503301723602,0.07041846174826272
annual_deliberation_y1,ADY1_0236,Y1,12.034,11.849,12.178,12.818,3.208,7.4,16.74,12,4,0.333,0.5,0.083,0.679,0.331,0,0,False,0,1,0.7798655021951725,-0.5915690094399535
annual_deliberation_y1,ADY1_0237,Y1,12.666,13.672,11.883,13.261,2.135,10.25,16.0,12,0,0.0,0.417,0.0,0.786,0.212,0,0,False,0,0,-0.4784654372181529,0.23564200305628008
annual_deliberation_y1,ADY1_0238,Y1,12.362,12.789,12.031,12.723,1.861,9.05,16.0,12,1,0.083,0.25,0.0,0.814,0.24,0,0,False,0,0,0.03823315857904961,0.4719322245389157
annual_deliberation_y1,ADY1_0239,Y1,11.752,11.813,11.704,12.388,2.264,8.9,15.85,12,1,0.083,0.25,0.0,0.774,0.259,0,0,False,0,0,0.21394502953745773,0.23636143092032466
annual_deliberation_y1,ADY1_0240,Y1,14.015,14.299,13.795,14.377,1.471,12.25,17.1,12,0,0.0,0.5,0.0,0.853,0.172,0,0,False,0,0,-0.9653359691035246,0.5856444271001329
annual_deliberation_y1,ADY1_0241,Y1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,1.0,0.0,1.0,1.0,0.95,3,0,False,1,2,8.158779832805825,2.563101371546549
annual_deliberation_y1,ADY1_0242,Y1,15.116,16.001,14.428,15.182,2.274,12.0,18.8,12,0,0.0,0.667,0.0,0.773,0.146,0,0,False,0,0,-1.3838500653924015,-0.10799330320289512
annual_deliberation_y1,ADY1_0243,Y1,18.142,17.772,18.429,17.665,1.797,14.2,20.0,12,0,0.0,1.0,0.0,0.82,0.06,0,0,False,0,0,-2.599056358372683,-0.09027221655346243
annual_deliberation_y1,ADY1_0244,Y1,16.971,17.849,16.289,16.733,1.582,14.44,19.7,12,0,0.0,1.0,0.0,0.842,0.091,0,0,False,0,0,-2.3538989111899555,0.15918766585244934
annual_deliberation_y1,ADY1_0245,Y1,11.174,11.406,10.993,12.076,2.638,8.5,17.0,12,2,0.167,0.167,0.0,0.736,0.298,0,0,False,0,0,0.7336407013929975,0.006263498758685042
annual_deliberation_y1,ADY1_0246,Y1,13.016,14.428,11.917,13.238,1.725,9.7,16.85,12,1,0.083,0.25,0.0,0.828,0.222,0,0,False,0,0,-0.1209479301047391,0.5195314175047013
annual_deliberation_y1,ADY1_0247,Y1,8.571,11.627,6.194,10.167,4.851,2.0,17.35,12,5,0.417,0.25,0.417,0.515,0.505,0,0,False,1,1,3.174007645991658,-1.4491162672337405
annual_deliberation_y1,ADY1_0248,Y1,13.351,14.306,12.608,13.511,1.952,9.64,17.7,12,1,0.083,0.417,0.0,0.805,0.213,0,0,False,0,0,-0.4215341206155093,0.2914781011081349
annual_deliberation_y1,ADY1_0249,Y1,8.278,8.931,7.771,9.689,4.559,5.0,16.8,12,5,0.417,0.25,0.417,0.544,0.512,0,0,False,1,1,3.215032533345361,-1.2196654654199968
annual_deliberation_y1,ADY1_0250,Y1,12.507,12.74,12.326,13.22,2.304,9.38,17.0,12,2,0.167,0.417,0.0,0.77,0.259,0,0,False,0,0,0.03452725881748358,0.08506082316996062
annual_deliberation_y1,ADY1_0251,Y1,11.563,12.437,10.883,12.023,1.784,9.8,16.0,12,2,0.167,0.083,0.0,0.822,0.283,0,0,False,0,0,0.6887275625188649,0.605267425940966
annual_deliberation_y1,ADY1_0252,Y1,12.471,13.534,11.644,12.746,1.916,10.1,16.48,12,0,0.0,0.167,0.0,0.808,0.217,0,0,False,0,0,-0.08856817084257741,0.464152705977295
annual_deliberation_y1,ADY1_0253,Y1,14.174,15.094,13.459,14.435,2.247,11.85,17.95,12,0,0.0,0.5,0.0,0.775,0.171,0,0,False,0,0,-0.931429559361863,0.01870539819386671
annual_deliberation_y1,ADY1_0254,Y1,11.342,12.903,10.127,11.939,2.304,8.81,15.15,12,3,0.25,0.333,0.0,0.77,0.312,0,0,False,0,0,0.6512446359161614,0.17216988011781356
annual_deliberation_y1,ADY1_0255,Y1,14.721,16.363,13.444,15.056,2.096,10.25,17.6,12,0,0.0,0.75,0.0,0.79,0.156,0,0,False,0,0,-1.4306115739738967,0.02545610552532476
annual_deliberation_y1,ADY1_0256,Y1,12.75,13.519,12.152,13.217,1.804,10.64,16.55,12,0,0.0,0.333,0.0,0.82,0.208,0,0,False,0,0,-0.4064735977167759,0.48949264300163675
annual_deliberation_y1,ADY1_0257,Y1,9.6,10.27,9.079,10.16,2.469,5.3,14.0,12,5,0.417,0.083,0.083,0.753,0.415,0,0,False,0,1,2.1024536105541562,0.19709254617041344
annual_deliberation_y1,ADY1_0258,Y1,10.534,14.079,7.778,11.068,3.66,3.29,15.77,12,4,0.333,0.167,0.25,0.634,0.399,0,0,False,0,1,2.0760391254596455,-0.7165030419021973
annual_deliberation_y1,ADY1_0259,Y1,15.778,15.702,15.838,15.643,1.645,13.34,20.0,12,0,0.0,0.917,0.0,0.835,0.124,0,0,False,0,0,-1.9565817449461524,0.22311279815879792
annual_deliberation_y1,ADY1_0260,Y1,12.72,13.286,12.279,12.982,1.621,10.0,15.55,12,0,0.0,0.333,0.0,0.838,0.208,0,0,False,0,0,-0.41595340776575257,0.6197795798148334
annual_deliberation_y1,ADY1_0261,Y1,13.085,14.222,12.201,13.835,2.768,8.6,18.0,12,1,0.083,0.5,0.0,0.723,0.225,0,0,False,0,0,-0.40502589125168204,-0.28851423547588995
annual_deliberation_y1,ADY1_0262,Y1,14.147,15.714,12.928,14.529,2.278,11.95,19.1,12,0,0.0,0.5,0.0,0.772,0.172,0,0,False,0,0,-0.9222384486651497,-0.0004302160677296646
annual_deliberation_y1,ADY1_0263,Y1,9.842,10.828,9.076,11.02,3.285,6.4,16.5,12,6,0.5,0.25,0.083,0.671,0.433,0,0,False,0,1,2.1088731202827518,-0.4671641398572524
annual_deliberation_y1,ADY1_0264,Y1,14.332,15.254,13.615,14.352,2.142,10.69,18.5,12,0,0.0,0.583,0.0,0.786,0.167,0,0,False,0,0,-1.0954690061361225,0.0657634461843897
