quiz_id,quiz_file,raw_score,inferred_max_score,normalized_score,score_percent,submission_timestamp
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:06:58.305
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:09:33.944
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 22:14:06.496
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:17:11.346
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:18:02.637
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:18:19.461
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:19:10.335
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 22:20:10.899
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:21:50.852
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 22:22:01.493
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:22:12.233
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:23:05.713
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:25:21.122
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:26:21.089
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:27:22.149
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:28:13.859
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:29:12.537
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:29:43.957
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:30:36.706
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:31:53.287
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:33:06.115
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:34:26.090
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:34:31.059
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:35:18.285
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:35:24.403
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:35:28.452
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:35:30.856
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 22:36:37.019
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:37:10.655
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:37:27.933
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:38:53.065
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 22:39:58.915
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:40:09.929
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 22:41:16.109
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 22:41:53.406
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:41:58.924
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:43:23.406
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 22:44:08.705
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:44:54.210
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,4.0,10.0,0.4,40.0,2025-03-13 22:47:18.453
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 22:47:22.791
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 22:48:58.203
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:49:00.639
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:49:34.466
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:52:03.322
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:52:12.101
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:52:30.714
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:52:43.044
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:52:50.323
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:53:03.825
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:53:04.600
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:54:04.638
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:55:31.062
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,4.0,10.0,0.4,40.0,2025-03-13 22:55:52.862
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:56:25.100
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:56:36.218
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 22:57:06.364
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 22:57:21.911
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:57:38.358
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 22:57:51.149
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:01:34.906
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:02:06.971
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:03:01.636
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:03:34.038
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:03:35.947
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:03:55.599
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:03:58.039
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:04:51.435
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:05:04.355
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:05:39.026
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:05:51.387
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:05:56.167
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:06:37.523
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:06:37.624
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:06:49.329
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,3.0,10.0,0.3,30.0,2025-03-13 23:07:17.022
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:08:20.884
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:08:31.664
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:08:52.013
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:08:57.331
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:08:58.961
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:10:27.247
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:12:37.650
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:12:41.491
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:13:29.972
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,4.0,10.0,0.4,40.0,2025-03-13 23:13:35.762
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:14:47.501
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:15:28.043
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 23:15:45.989
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:16:21.906
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:16:31.434
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:18:06.755
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:18:11.958
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:19:00.197
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:19:02.886
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:19:44.265
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:20:06.547
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:20:21.440
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:20:28.590
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,3.0,10.0,0.3,30.0,2025-03-13 23:20:55.419
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:21:04.198
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:21:08.083
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,2.0,10.0,0.2,20.0,2025-03-13 23:21:52.382
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:22:34.875
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:23:25.826
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:23:47.057
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:25:25.834
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:26:27.101
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:28:52.093
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:29:17.684
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:30:26.481
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:30:52.486
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:30:55.627
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:31:10.776
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:31:57.336
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:32:16.999
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:32:37.497
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:33:55.450
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:34:15.126
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:34:27.093
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:35:03.446
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:35:50.375
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:38:02.323
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:38:13.894
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:38:45.375
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:39:11.807
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:39:18.664
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:40:38.410
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:41:09.479
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:41:21.795
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:41:31.057
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:42:15.111
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:42:18.902
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:42:29.991
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:43:33.346
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 23:43:46.457
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 23:43:52.017
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:44:27.403
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:44:39.215
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:44:58.890
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:45:52.689
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:45:53.500
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:46:21.401
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:47:23.347
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:47:37.152
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:47:53.614
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:47:55.326
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 23:48:30.535
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:48:43.346
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:49:34.609
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:49:36.887
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:49:38.583
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:49:40.232
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:49:46.665
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:50:47.326
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:50:47.676
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:51:32.182
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:51:38.809
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:52:31.088
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:52:38.172
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:53:42.115
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:53:46.800
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:56:01.569
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-13 23:56:10.234
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:56:54.311
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:57:26.301
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:57:49.970
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-03-13 23:58:19.861
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-13 23:58:29.638
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-13 23:58:50.062
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-13 23:59:13.611
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-13 23:59:44.357
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-14 00:00:02.930
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-14 00:01:37.262
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-14 00:02:06.117
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-14 00:02:24.917
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-14 00:02:42.219
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-03-14 00:03:07.041
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-03-14 00:06:24.371
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-03-14 00:16:47.382
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-14 00:21:46.167
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,7.0,10.0,0.7,70.0,2025-03-14 00:26:07.271
Q006,AI224 — Quiz 06 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-03-14 16:04:51.900
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 21:21:32.547
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 21:28:44.225
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 21:40:24.664
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 21:41:38.773
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 21:46:53.292
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:07:20.550
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:07:55.346
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:07:55.428
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:09:54.944
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:13:07.825
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-09 22:31:14.397
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-04-09 23:34:58.057
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 09:32:01.507
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 10:37:07.733
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 10:53:15.074
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 11:10:28.989
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 12:28:16.626
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 12:28:25.788
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 12:57:28.637
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 12:59:08.931
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 13:07:25.692
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-04-10 13:11:18.412
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 14:02:33.857
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 14:31:10.242
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 15:29:47.161
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-04-10 15:39:49.251
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 15:50:34.609
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 16:16:25.749
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 16:22:05.936
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 16:32:50.770
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 16:54:13.762
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-04-10 16:58:25.226
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 16:59:48.699
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:00:23.002
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:00:23.366
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,6.0,10.0,0.6,60.0,2025-04-10 17:00:28.122
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:00:29.925
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,9.0,10.0,0.9,90.0,2025-04-10 17:00:31.140
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,8.0,10.0,0.8,80.0,2025-04-10 17:21:58.690
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:25:52.712
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:28:51.036
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:29:09.282
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:33:11.365
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,5.0,10.0,0.5,50.0,2025-04-10 17:36:31.919
Q007,AI224 — Quiz 08 (W25) (Responses).xlsx,10.0,10.0,1.0,100.0,2025-04-10 17:36:42.249
