behavior_student_id,cluster_3,cluster_3_label,cluster_4,cluster_4_label,at_risk,behavioral_risk_score,wellbeing_score,engagement_score,distraction_risk_score
B0224,2,HighDistraction_Burnout,3,DigitalDistracted,1,4.854597137777704,4.865726875466831,6.911111111111111,8.488371912782126
B0225,0,Engaged_Disciplined,2,HighPerformer,0,3.4942127945827206,6.601931933203435,5.89979675157975,4.038966249754755
B0226,0,Engaged_Disciplined,2,HighPerformer,0,3.3992979755954424,6.7,7.377777777777777,4.694969680159549
B0227,0,Engaged_Disciplined,2,HighPerformer,0,2.945451514656177,7.346774944636582,4.418462554127181,3.016398546315791
B0228,0,Engaged_Disciplined,2,HighPerformer,0,3.773146960720007,5.577226581712938,6.6306048865205245,6.015864627456077
B0229,0,Engaged_Disciplined,1,HighStress,0,4.5333620549203015,4.556289360256925,4.977777777777778,3.058773229767293
B0230,2,HighDistraction_Burnout,3,DigitalDistracted,1,4.886626029763372,6.3850348489203625,4.911111111111111,8.119657048869033
B0231,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.948825273070087,5.195943887940934,4.498548725234567,6.448982483044033
B0232,0,Engaged_Disciplined,2,HighPerformer,0,4.106351546831941,4.70177924201143,7.377777777777777,6.485319055519256
B0233,0,Engaged_Disciplined,0,Moderate_LowStress,0,4.256569082947932,5.95358261811337,4.511111111111111,4.441686584638883
B0234,0,Engaged_Disciplined,2,HighPerformer,0,3.99612495241767,6.259331915053395,5.111111111111111,5.406809218845867
B0235,0,Engaged_Disciplined,2,HighPerformer,0,4.050428313138953,5.940542524513174,6.71111111111111,6.84147539308273
B0236,0,Engaged_Disciplined,2,HighPerformer,0,3.892767705733312,6.046259582718762,5.5777777777777775,4.964360099973541
B0237,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.627421434099512,5.830596983738801,3.9867984728471537,6.533200589731762
B0238,0,Engaged_Disciplined,2,HighPerformer,0,3.2069272947045038,6.459452439417324,7.777777777777778,2.916829883896581
B0239,2,HighDistraction_Burnout,3,DigitalDistracted,1,4.865356976396735,5.31844709298195,6.71111111111111,8.71467552827639
B0240,0,Engaged_Disciplined,2,HighPerformer,0,4.499864038168492,3.8,6.404343131322775,6.963799283996745
B0241,0,Engaged_Disciplined,2,HighPerformer,0,3.7121059926683246,5.036477055640319,6.311111111111111,4.72330754855279
B0242,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.071617789471956,6.371409963682265,5.81323942792343,9.345402542229971
B0243,0,Engaged_Disciplined,2,HighPerformer,0,4.040598080246541,6.295176532441061,4.911111111111111,5.427715271026548
B0244,0,Engaged_Disciplined,2,HighPerformer,0,4.388195108406912,5.370095751589774,4.511111111111111,4.988006446646489
B0245,0,Engaged_Disciplined,2,HighPerformer,0,3.5377169247743847,6.881997583052039,6.351204247587703,5.240469046347689
B0246,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.999474477817192,5.784039965408915,4.4334545147726585,4.172200384532127
B0247,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.575559030971451,6.239730801171214,4.71111111111111,6.901024196402369
B0248,0,Engaged_Disciplined,2,HighPerformer,0,3.587601124024679,4.721741673362807,5.354076521617667,2.5705710257517502
B0249,0,Engaged_Disciplined,2,HighPerformer,0,4.395115764152291,5.1202248761668345,6.383927896669535,6.908660804678904
B0250,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.83231740761993,5.626331507844493,1.3561669706837711,4.397034410576889
B0251,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.630337148679489,5.514261909445389,4.237955516305535,9.136418402357954
B0252,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.697573254305524,5.080638699837578,5.826509672184418,5.993569129211609
B0253,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.036560224278503,4.228693946658249,6.977777777777778,8.598451410881687
B0254,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.735433780089142,6.028750122832721,5.5204533948633285,4.176688662619163
B0255,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.714457018905336,5.621865399899312,5.040172873883672,2.804239429384189
B0256,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.809087078709071,4.791719328078814,4.612074542115556,5.678486050646418
B0257,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.370301976327817,5.579921430016889,4.71111111111111,4.648224732442645
B0258,0,Engaged_Disciplined,2,HighPerformer,0,3.708283385693219,5.10968638772115,6.519633632988668,4.044390841026924
B0259,0,Engaged_Disciplined,2,HighPerformer,0,3.779267899262921,5.316279433277619,5.09296497332678,3.789571890311605
B0260,0,Engaged_Disciplined,2,HighPerformer,0,3.5687479327867595,6.501263211916991,7.5777777777777775,6.854285363225205
B0261,0,Engaged_Disciplined,2,HighPerformer,0,3.901681591797251,4.183773465405011,7.777777777777778,4.885032303452796
B0262,1,Disengaged_AtRisk,1,HighStress,1,5.159604458304461,3.657963758237305,3.422617882900404,6.050592226003017
B0263,0,Engaged_Disciplined,2,HighPerformer,0,4.422572481449903,5.170280596908756,6.331983146858656,6.866609788948775
B0264,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.773970241147751,5.455288120378283,4.242845040651397,6.52507174969634
B0265,0,Engaged_Disciplined,2,HighPerformer,0,3.683566820685999,6.552553645397304,5.553033393076564,5.110365050297324
B0266,0,Engaged_Disciplined,2,HighPerformer,0,3.392914081615361,6.4600892545644895,7.777777777777778,6.301541209716609
B0267,1,Disengaged_AtRisk,2,HighPerformer,0,3.73497155968296,6.95,4.387888044503771,4.227774283235608
B0268,0,Engaged_Disciplined,2,HighPerformer,0,3.295768030938215,6.902222782121634,5.747472389661538,3.613211851960358
B0269,2,HighDistraction_Burnout,0,Moderate_LowStress,1,4.900953115802538,3.8,5.377777777777777,5.621590240987926
B0270,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.381889045871185,5.957328480179644,5.803832027029077,6.720182386729389
B0271,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.017643121742286,6.340810755255663,4.001245784352354,7.840791177628293
B0272,0,Engaged_Disciplined,2,HighPerformer,0,4.320185700968708,3.915914236412937,4.911111111111111,3.450950998681468
B0273,0,Engaged_Disciplined,2,HighPerformer,0,4.541095209876363,5.376335575585849,5.777777777777778,5.593761307986249
B0274,0,Engaged_Disciplined,2,HighPerformer,0,4.375699346618188,6.2408696653504565,5.177777777777778,6.409618762671073
B0275,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.645455785921259,5.5367565477570055,4.765399333364869,5.111330334358311
B0276,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.505855342313701,4.05,3.3124280241012705,6.275849393356076
B0277,1,Disengaged_AtRisk,3,DigitalDistracted,0,4.38164211989852,6.054745079656308,5.004045294496669,6.996307869678319
B0278,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.266196790829315,4.394555829339796,5.377777777777777,7.0760319363027895
B0279,0,Engaged_Disciplined,2,HighPerformer,0,3.466468028533013,5.299142237568011,6.329278216486137,3.754121015699803
B0280,0,Engaged_Disciplined,2,HighPerformer,0,3.5375106958506395,6.0483380922930925,6.363368162496103,3.451416656650373
B0281,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.106461566409258,4.051000494111046,6.329825839936409,3.3768726985066926
B0282,2,HighDistraction_Burnout,3,DigitalDistracted,1,6.094989794297865,4.642940001743526,3.5400758640298977,9.571563043313589
B0283,0,Engaged_Disciplined,2,HighPerformer,0,3.79879744118003,5.304567459578144,5.387474698721454,3.748145414935349
B0284,2,HighDistraction_Burnout,3,DigitalDistracted,1,4.843845288375007,5.940488615039864,5.111111111111111,9.215078602658972
B0285,0,Engaged_Disciplined,2,HighPerformer,0,3.4246734978302795,4.942246622370189,5.957494736240352,2.946884674405695
B0286,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.692176943530827,4.4904560219004805,5.592492664870713,6.789747665274596
B0287,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.060747478999519,3.620518908195952,4.911111111111111,5.418723716944328
B0288,0,Engaged_Disciplined,3,DigitalDistracted,0,4.623122480955948,4.98655534844436,7.177777777777778,8.054134119734803
B0289,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.05206756196598,6.992791206709175,3.73968253968254,4.099302235597465
B0290,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.054995803699033,4.417310241594264,5.577603443130343,3.33835894783959
B0291,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.756417052169561,5.869424405254865,4.911111111111111,2.3400886060951915
B0292,0,Engaged_Disciplined,2,HighPerformer,0,3.739631486719903,5.44198422174977,5.980619664579823,4.669526677559157
B0293,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.759099523064391,4.862314959457894,4.611156590128278,4.682332633735313
B0294,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.386340237888985,4.736307584347446,5.377777777777777,8.44670783055065
B0295,0,Engaged_Disciplined,2,HighPerformer,0,4.21644175532712,5.524483413086186,5.76094645616447,6.056093573176371
B0296,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.2556790894881615,4.206670854100489,4.71111111111111,6.461832493984344
B0297,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.321249165284366,5.856472454044545,5.899368163720856,9.892131769711773
B0298,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.045748272207115,4.849884995938398,5.331927779345197,8.534782863299736
B0299,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.496112126502549,4.487436122773119,2.692823339462115,5.342195192800055
B0300,0,Engaged_Disciplined,2,HighPerformer,0,3.976581704205528,4.317650316303676,5.377777777777777,3.025284974164298
B0301,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.772037179222552,3.3000000000000003,5.111111111111111,4.239259828001318
B0302,0,Engaged_Disciplined,2,HighPerformer,0,4.53805452406408,4.919574822719631,5.5777777777777775,6.2734856612976575
B0303,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.504922253672537,5.129105104185415,5.804081064503616,6.53869620421626
B0304,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.439592040309607,4.132416326906574,4.318113098247512,2.955380851773829
B0305,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.445646411016867,6.215963057985233,6.712556045427272,7.714297359077019
B0306,0,Engaged_Disciplined,2,HighPerformer,0,3.4513560537845134,6.213409207139853,4.911111111111111,2.652626374816988
B0307,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.746302462266785,6.829562554041865,2.8613403633815992,6.682025277298975
B0308,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.519707557497932,4.996706886209188,2.817516881657141,3.2923953750998924
B0309,0,Engaged_Disciplined,2,HighPerformer,0,3.3269464893281606,5.5664660737469225,7.046853312900834,1.834398558709784
B0310,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.260959049447175,4.970589870160776,6.702033709346284,9.390577751327914
B0311,0,Engaged_Disciplined,2,HighPerformer,0,3.316172409997483,6.0408159750862405,5.377777777777777,2.6114465878711988
B0312,0,Engaged_Disciplined,2,HighPerformer,0,4.701746104335571,4.179076089727836,5.777777777777778,5.279653502793467
B0313,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.439692126281415,6.017176545601115,5.495326419728887,6.154706779575882
B0314,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.049934692000265,5.722183789526865,4.311111111111111,7.697470426544407
B0315,0,Engaged_Disciplined,0,Moderate_LowStress,0,4.609650976843951,4.790688695711194,6.911111111111111,6.9385414533403456
B0316,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.658886006656509,6.749128131743476,5.335966769456938,3.750464554175144
B0317,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.3104634724624615,5.384472038791541,5.531067928380319,5.234288264780014
B0318,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.579807215481745,5.36160144069366,5.956343892951591,5.98949448371096
B0319,0,Engaged_Disciplined,2,HighPerformer,0,2.9122637194518424,5.792766224446992,6.911111111111111,2.47148545825487
B0320,0,Engaged_Disciplined,2,HighPerformer,0,4.115824992621544,5.747585228936807,6.511111111111111,6.511513356321456
B0321,0,Engaged_Disciplined,2,HighPerformer,0,3.583698454455882,6.575737064501836,7.377777777777777,6.403456073003509
B0322,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.680508444912917,6.016587021693806,3.484103961196844,9.186042166881078
B0323,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.635118785302215,6.495470103360909,4.003441888395448,6.9784811536374
B0324,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.845766284024969,5.011070981171556,3.673379198323498,5.22972951182924
B0325,0,Engaged_Disciplined,2,HighPerformer,0,4.223689353092219,3.8,6.511111111111111,3.805868523479989
B0326,0,Engaged_Disciplined,2,HighPerformer,0,3.960006537298297,6.669333806196581,6.311111111111111,6.554337827740195
B0327,0,Engaged_Disciplined,2,HighPerformer,0,3.221252194280534,6.774268927628432,7.111111111111111,4.845242601387367
B0328,2,HighDistraction_Burnout,3,DigitalDistracted,1,6.133948269515974,4.522087150102626,3.681273277091815,8.123570935278865
B0329,0,Engaged_Disciplined,2,HighPerformer,0,3.670672398071997,5.603160654042632,6.311111111111111,2.5175934882502595
B0330,1,Disengaged_AtRisk,3,DigitalDistracted,0,4.202995985101853,6.794763276498561,5.129953735270061,7.615653607475747
B0331,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.60902528536043,3.81836075935072,4.538608049858647,7.796742102521234
B0332,0,Engaged_Disciplined,2,HighPerformer,0,3.543913657490048,6.328360878708485,7.080188329382806,5.809876013793176
B0333,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.4318749861752607,7.073227377867869,3.885535118636514,2.8209079167789994
B0334,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.623210429534642,5.889183636316811,4.613392764399108,4.733254846117847
B0335,0,Engaged_Disciplined,2,HighPerformer,0,3.352982448426017,4.96217021877347,6.311111111111111,2.4776451673433426
B0336,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.652239272830493,5.377196851890703,6.911111111111111,8.132704424701927
B0337,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.627011108027313,5.267511214477074,5.377777777777777,9.326835667259518
B0338,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.771718351493545,6.143252570667484,2.8872061984429616,4.3059826892181245
B0339,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.321931328774969,5.572450946658061,2.800244445694477,7.894910896784028
B0340,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.250247469730996,5.8846822587703285,6.736923713617597,6.959532303065976
B0341,0,Engaged_Disciplined,2,HighPerformer,0,3.6952116502769,6.173683139236826,7.5777777777777775,6.327044145969568
B0342,1,Disengaged_AtRisk,1,HighStress,0,4.758678488307848,5.987860814658983,3.379284517590932,6.399431448413106
B0343,0,Engaged_Disciplined,2,HighPerformer,0,3.3902104930652976,7.195311639454705,5.177777777777778,3.932993717384613
B0344,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.65238733572578,4.928790206586459,3.2969754772105526,4.781073068017422
B0345,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.70749872519811,6.277777265564862,6.407291141955788,7.330618761426061
B0346,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.51573805695146,5.193674147971236,5.897871334358685,6.353232539730012
B0347,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.495607619926247,6.014193929833206,5.7727405436315085,4.732203739136342
B0348,0,Engaged_Disciplined,2,HighPerformer,0,4.396436766127265,5.483370734342424,5.377777777777777,5.623569723497743
B0349,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.085510075766971,6.371764733273278,5.5777777777777775,6.925935760773596
B0350,0,Engaged_Disciplined,2,HighPerformer,0,3.647826983093181,6.193830328445448,6.311111111111111,4.575015437618371
B0351,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.769522035821536,4.524573964175562,6.332803220607168,5.720380120903986
B0352,0,Engaged_Disciplined,2,HighPerformer,0,3.181678667316787,6.928486970393741,7.111111111111111,5.352010144850746
B0353,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.041646488273885,4.291517849889792,4.811108356982132,5.567515729945422
B0354,0,Engaged_Disciplined,2,HighPerformer,0,4.50049051255707,5.809024492137398,5.231025456218124,6.843816897011283
B0355,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.1187793340426335,5.700281641091756,5.816421620065433,4.9718769255460735
B0356,0,Engaged_Disciplined,2,HighPerformer,0,3.987188640939078,4.523601999133323,4.511111111111111,3.0881880738274097
B0357,0,Engaged_Disciplined,2,HighPerformer,0,4.493508376604802,4.717505112991808,4.71111111111111,4.906150753120487
B0358,0,Engaged_Disciplined,2,HighPerformer,0,4.01527494597554,5.91801618279177,5.377777777777777,4.620496981030056
B0359,0,Engaged_Disciplined,2,HighPerformer,0,3.4085487483869144,6.666240022792126,4.511111111111111,3.344794132009319
B0360,0,Engaged_Disciplined,2,HighPerformer,0,4.595675567187277,5.165208232472732,5.177777777777778,5.438729925494161
B0361,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.996645163068386,5.72994812173291,3.673957254045568,5.256475652398605
B0362,0,Engaged_Disciplined,3,DigitalDistracted,0,4.34174694847837,5.470511588931879,7.111111111111111,7.042712811742847
B0363,0,Engaged_Disciplined,2,HighPerformer,0,4.171126152745627,6.729105824792608,4.71111111111111,5.150542711844748
B0364,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.240824343205619,5.974641394581582,4.225933903035373,4.598800949355747
B0365,0,Engaged_Disciplined,2,HighPerformer,0,3.685410219727178,4.6693081257201,6.598469496887073,3.3432801266599057
B0366,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.561326342569812,6.867535255505738,4.2619526775760335,6.508300354462167
B0367,2,HighDistraction_Burnout,1,HighStress,1,5.0770175144459735,4.062871786447934,5.111111111111111,6.134627312632524
B0368,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.769550971294755,3.8,4.911111111111111,3.4293149962901284
B0369,0,Engaged_Disciplined,2,HighPerformer,0,3.908520140149684,5.8344555044378685,6.480978226558949,5.116405392483127
B0370,0,Engaged_Disciplined,2,HighPerformer,0,3.967048000395138,6.236032604497072,4.911111111111111,4.342542238088148
B0371,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.218690917277537,7.3,6.71111111111111,9.54587478022126
B0372,0,Engaged_Disciplined,2,HighPerformer,0,4.2779566422775925,5.156225182899803,4.71111111111111,3.850407899701241
B0373,0,Engaged_Disciplined,2,HighPerformer,0,3.72954784108084,6.335257490404447,6.244967880714666,4.605468233523362
B0374,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.1697814900876775,5.635561483168163,3.900073634657341,7.901873374809845
B0375,0,Engaged_Disciplined,2,HighPerformer,0,3.3759435440856644,4.869079872246886,7.034396795358784,3.981066818397706
B0376,0,Engaged_Disciplined,2,HighPerformer,0,4.186412610214214,6.186165135694982,7.377777777777777,7.786826381468609
B0377,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.1155403281756335,3.8,4.844995953435383,6.5871572661379165
B0378,0,Engaged_Disciplined,2,HighPerformer,0,4.153341959435664,6.370309116502884,7.377777777777777,6.995516555323896
B0379,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.661922835827236,5.536625797325331,3.297171271456846,7.548813571556192
B0380,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.182143134146224,4.216586150115107,3.4719046233638,5.500380540086825
B0381,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.24073641929078,5.791516068142905,6.140627205643151,5.573392164577754
B0382,0,Engaged_Disciplined,2,HighPerformer,0,4.012838655545255,5.344034298938979,6.71111111111111,6.375306892018905
B0383,0,Engaged_Disciplined,2,HighPerformer,0,3.104726864847325,7.55,5.504211024960911,3.5431184843502117
B0384,0,Engaged_Disciplined,2,HighPerformer,0,4.44240542103686,4.665142126941808,4.977777777777778,5.145570014255387
B0385,0,Engaged_Disciplined,2,HighPerformer,0,4.447162539241946,4.2055328462729,6.307797400909408,6.183086973404672
B0386,0,Engaged_Disciplined,2,HighPerformer,0,3.6644729001907392,5.97461825433159,6.71111111111111,5.738544617071975
B0387,0,Engaged_Disciplined,2,HighPerformer,0,3.804915409827035,5.201386093621761,6.681908470801216,4.943233422455467
B0388,0,Engaged_Disciplined,2,HighPerformer,0,4.691124549727788,3.8,7.5777777777777775,7.142275976688931
B0389,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.735337617070905,7.096341463272164,3.93968253968254,2.6766427638927563
B0390,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.645591327542472,6.85488647856388,5.629357195282502,8.677586279729042
B0391,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.929581305869226,4.940596381534464,3.2905356014664857,5.657576482784743
B0392,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.551709778264646,6.7,4.71111111111111,8.557950224169696
B0393,0,Engaged_Disciplined,2,HighPerformer,0,3.587461541442733,6.606926378631149,7.377777777777777,5.495935597906088
B0394,2,HighDistraction_Burnout,0,Moderate_LowStress,1,5.193468810058945,5.688038042494603,4.296890368616806,7.096411259846105
B0395,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.312875237396551,4.831490595568282,7.5777777777777775,7.587067442045923
B0396,0,Engaged_Disciplined,2,HighPerformer,0,3.880228935016276,6.040547565654209,5.377777777777777,5.187350596627934
B0397,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.698560348740246,6.014004417088747,6.747398275200639,8.598444970668119
B0398,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.758418148476843,4.7054514564177135,2.8374545052680844,4.317668846876714
B0399,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.9880871215116462,6.045361433157756,2.6678821181795365,2.674664324015429
B0400,0,Engaged_Disciplined,2,HighPerformer,0,4.222819879848078,4.949042417383507,6.911111111111111,6.14124153136363
B0401,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.819644204536818,4.671516028029276,5.377777777777777,7.46217382956018
B0402,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.2326682620958405,6.12874723515483,5.254934967805585,4.820104698374742
B0403,0,Engaged_Disciplined,2,HighPerformer,0,4.549363343998958,5.69585885653552,4.71111111111111,5.023595114949565
B0404,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.54432892883516,5.977192713121884,5.0501491783763015,6.480096149463201
B0405,0,Engaged_Disciplined,2,HighPerformer,0,3.4514028823490324,5.229716770216291,7.5777777777777775,4.299049431433456
B0406,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.115726330533985,5.394302369986911,2.7554158549054777,6.091484021025705
B0407,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.217886169264092,4.231176209166056,6.345666334319164,4.454622462374796
B0408,0,Engaged_Disciplined,2,HighPerformer,0,3.711153375972732,5.492805644517548,5.534517310544159,4.170497587856143
B0409,0,Engaged_Disciplined,2,HighPerformer,0,3.0776060597277186,5.568938677416239,6.71111111111111,3.2242617629214707
B0410,0,Engaged_Disciplined,2,HighPerformer,0,4.400919571968248,5.169142134844564,5.377777777777777,4.864426627464244
B0411,2,HighDistraction_Burnout,0,Moderate_LowStress,1,5.151179108322372,4.306755376964289,6.977777777777778,6.19060066342441
B0412,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.833857177617476,4.565535460282126,4.41113484424981,5.625206107058267
B0413,0,Engaged_Disciplined,2,HighPerformer,0,4.7129541988780375,4.716287558221598,5.177777777777778,5.769139643155843
B0414,1,Disengaged_AtRisk,0,Moderate_LowStress,1,4.863526224780301,4.0907242592021245,5.220108803499611,5.183082813663367
B0415,0,Engaged_Disciplined,2,HighPerformer,0,4.244756468756899,5.22228631932738,6.363451071103151,5.2892205293236
B0416,0,Engaged_Disciplined,2,HighPerformer,0,3.6113724617638727,5.396319219610676,6.977777777777778,4.298850688366081
B0417,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.005639988547189,3.8,5.5406549039988775,6.443214858187638
B0418,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.9530932768960136,4.363448386908432,6.28476521363426,3.493276385508433
B0419,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.455986123250057,6.405926430456091,5.449144278496765,7.040200488044299
B0420,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.721512662627217,4.643334094420746,5.485405467021765,7.14345703083553
B0421,0,Engaged_Disciplined,2,HighPerformer,0,4.107254091549239,5.795646031558099,5.6844216762554165,6.26821328032209
B0422,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.139268238222374,5.933827858016559,4.928356253965114,4.286022636474479
B0423,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.1947423710353045,4.897759324645385,4.662559623096536,4.118840296812214
B0424,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.810924767671646,5.782489786327326,3.00516618228089,5.747852996560266
B0425,0,Engaged_Disciplined,2,HighPerformer,0,4.233659750779148,6.813419279270609,7.5777777777777775,7.408519916019099
B0426,0,Engaged_Disciplined,2,HighPerformer,0,3.0421730577228128,7.226742125555293,6.977777777777778,4.138560559335382
B0427,0,Engaged_Disciplined,2,HighPerformer,0,3.3218648945716573,6.119223565530473,7.5777777777777775,4.128305634700976
B0428,1,Disengaged_AtRisk,0,Moderate_LowStress,1,5.128933149780826,3.906058472592477,4.183061977193421,6.186064743427697
B0429,1,Disengaged_AtRisk,0,Moderate_LowStress,0,3.8857034134245647,6.090660217522949,4.979803819796338,4.231409734522137
B0430,0,Engaged_Disciplined,2,HighPerformer,0,3.5429536877505683,6.279013406212102,5.141939453249462,3.488570291706259
B0431,0,Engaged_Disciplined,2,HighPerformer,0,4.304508662061263,3.623268661234607,5.5777777777777775,4.343734819504357
B0432,0,Engaged_Disciplined,3,DigitalDistracted,0,3.894740137823192,7.503802950313308,6.71111111111111,7.374635202779848
B0433,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.507842672058541,5.0676229242673765,4.911111111111111,8.703629308466128
B0434,2,HighDistraction_Burnout,0,Moderate_LowStress,1,5.427315757966674,5.319889620233269,2.869589574806523,6.722720150953143
B0435,0,Engaged_Disciplined,2,HighPerformer,0,3.6796504254393896,7.85,6.71111111111111,6.7697128128686685
B0436,2,HighDistraction_Burnout,3,DigitalDistracted,0,4.4738989376587295,5.267185029710121,7.510445093252209,8.446662879539272
B0437,0,Engaged_Disciplined,2,HighPerformer,0,3.5686580863028485,5.628225666307948,5.5777777777777775,3.0062809225587097
B0438,0,Engaged_Disciplined,2,HighPerformer,0,4.269095489349136,5.88109598829342,5.177777777777778,5.391474921126424
B0439,0,Engaged_Disciplined,1,HighStress,1,4.872172800875594,4.407552020818758,4.311111111111111,4.7688647395959975
B0440,0,Engaged_Disciplined,2,HighPerformer,0,4.16250993825455,6.190197498620122,6.189203015522216,6.8274797668845615
B0441,0,Engaged_Disciplined,2,HighPerformer,0,4.243858692151692,5.749784481764064,7.777777777777778,7.332953924501423
B0442,0,Engaged_Disciplined,3,DigitalDistracted,1,4.839861403581728,4.514018163213842,5.777777777777778,6.3140451879613
B0443,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.172442512304041,6.571180390615075,5.288774931830114,5.623961449784368
B0444,1,Disengaged_AtRisk,0,Moderate_LowStress,0,4.814009796766619,4.5303766477106535,3.588192753563988,4.5206839178832485
B0445,0,Engaged_Disciplined,2,HighPerformer,0,3.396960688808241,6.0277865335674194,7.5777777777777775,4.958964373291645
B0446,2,HighDistraction_Burnout,3,DigitalDistracted,1,5.033784228427305,4.7014268899432405,5.777777777777778,6.914626959418889
B0447,0,Engaged_Disciplined,2,HighPerformer,0,2.9144583415034173,6.113234948435503,6.71111111111111,3.3048264152473825
