behavior_student_id,source_dataset,age,gender_female_binary,academic_level_num,study_hours_daily,self_study_hours_daily,online_classes_hours_daily,social_media_hours_daily,gaming_hours_daily,sleep_hours,screen_time_hours_daily,exercise_minutes_daily,caffeine_intake_daily,part_time_job_binary,internet_quality_score,mental_health_score,focus_score,burnout_score,productivity_score,stress_score,assignment_punctuality_score,attendance_engagement_score,motivation_score,satisfaction_score,study_planning_score,extra_academic_work_binary,total_learning_hours_daily,distraction_hours_daily,sleep_balance_score,wellbeing_score,discipline_score,engagement_score,distraction_risk_score,behavioral_risk_score,observed_behavior_feature_count
B0179,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.05267953830452,1.0,1.0,14.0,3.9317750343571616,0.8336568971405551,1.3134244378246482,0.0,5.0,6.60802493293216,5.0,0.0,0.0,2.0,9.017785725593011,4.0,5.0,5.94526290611759,1.0,4.0,5.0,1.0,2.0,3.0,0.0,16.0,1.3134244378246482,6.25,7.106225003957554,4.0,4.311111111111111,3.1877433060125395,3.4872905475380906,8
B0180,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.081553318376653,0.0,2.0,4.857142857142857,0.06381643942737321,0.07940310973135463,2.9593183175763533,0.03221830717711373,5.0,2.790902058515062,35.0,0.9567139424330343,0.0,3.0,2.7379583659088618,3.0,5.0,5.171837740457561,4.0,4.0,5.0,3.0,3.0,3.0,1.0,4.9606608514359065,2.991536624753467,6.25,4.158285428068101,3.8499999999999996,5.36204211835214,3.173953154736788,4.165492130675732,8
B0181,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.979456964482758,0.0,2.0,14.0,0.0,1.0683294461873345,3.333348769142971,0.42068046919162466,5.0,10.350891853809308,35.0,0.0,0.0,3.0,8.937903280150707,4.0,5.0,6.067388869072919,5.0,5.0,5.0,3.0,2.0,2.0,1.0,14.534164723093667,3.7540292383345957,6.25,6.078266148052747,4.1,7.377777777777777,6.26581921335405,3.7585305144782444,8
B0182,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.05499254239221,0.0,2.0,3.7142857142857144,1.8571544791035874,1.0452462592164202,6.773939722269667,0.49279814732247645,5.0,10.091915972832258,35.0,8.0,0.0,3.0,3.9707042595845286,5.0,5.0,6.830387126549436,2.0,4.0,5.0,3.0,3.0,4.0,1.0,6.094063322997512,7.266737869592143,6.25,5.089746490854585,4.4,5.815403106976783,8.814025393138193,4.962731624283977,8
B0183,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.341118489786925,1.0,2.0,2.5714285714285716,5.051270526894428,0.9963978414743265,3.8330399354774487,1.940158414493161,8.0,17.0088794640088,35.0,0.0,0.0,4.0,5.312425634390771,4.0,2.0,3.933452321159035,2.0,3.0,5.0,4.0,2.0,3.0,0.0,8.120898019060164,5.77319834997061,9.25,6.759348972036769,3.65,4.826136985401843,8.329898762477956,4.888135752657997,8
B0184,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.248976221272024,1.0,2.0,2.5714285714285716,2.813632614422474,1.08607040601425,1.153062084418123,2.831607829208273,5.0,7.913731372396927,5.0,0.08533440594520182,0.0,4.0,6.737949714861128,4.0,1.0,6.907475229445277,2.0,3.0,5.0,3.0,1.0,4.0,1.0,5.928096388858171,3.984669913626396,6.25,6.858282400201395,3.9,5.0823496666543795,5.6264128926854395,4.0185310864473465,8
B0185,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,1.0,3.7142857142857144,4.1877330215583,0.09017347075497234,5.1760559203895244,1.0449885913596286,8.0,8.97913824218587,5.0,3.12519445648484,0.0,3.0,5.719166757305451,5.0,5.0,2.6532304097410977,3.0,4.0,5.0,5.0,3.0,2.0,0.0,7.947105471221501,6.221044511749153,9.25,6.051708365056908,3.9,4.289953299599711,7.658829464540489,4.966706531718123,8
B0186,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.90390578072324,0.0,1.0,14.0,9.926559297115476,0.9170493594736637,5.108529475338115,0.0,5.0,5.288192556226121,35.0,0.0566045619238413,0.0,2.0,4.035601142872834,4.0,5.0,9.175035805859446,4.0,4.0,5.0,2.0,4.0,1.0,1.0,16.0,5.108529475338115,6.25,4.612460400005492,3.5,7.177777777777778,5.59412795857896,4.320349425198648,8
B0187,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,1.0,14.0,2.031796720882353,0.05884042727945331,2.0220243417660404,0.0,5.0,9.714692834354528,35.0,0.25092335762638335,0.0,2.0,7.233184047182556,4.0,4.0,5.540972350472998,4.0,4.0,5.0,4.0,3.0,2.0,1.0,16.0,2.0220243417660404,6.25,5.931614416513895,3.75,7.5777777777777775,4.754749201109373,3.5147585308787304,7
B0188,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.718418138513833,0.0,2.0,3.7142857142857144,4.044778488717452,0.9755082491904353,2.7927140584938703,0.08644430484379545,5.0,9.931058163970775,5.0,0.45519800773492103,0.0,4.0,9.11176062760054,5.0,5.0,7.210784729904309,3.0,4.0,5.0,5.0,3.0,3.0,1.0,8.246818327598385,2.8791583633376656,6.25,6.639116219660189,4.15,6.409838442150465,5.469721493826841,3.6132358970210365,8
B0189,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.784048084897996,1.0,2.0,2.5714285714285716,3.9590756449239235,0.8076774243484812,1.878519474113424,0.0,5.0,6.313113672409514,5.0,0.024636669717506433,0.0,3.0,2.0613266642398935,4.0,5.0,5.028409250927506,2.0,4.0,5.0,3.0,2.0,2.0,1.0,6.934342928526736,1.878519474113424,6.25,4.421464332483963,3.75,5.484848282521806,3.513260829721573,4.180663837054753,8
B0190,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.738924149490018,1.0,2.0,14.0,0.09273698032526148,0.9273754358174814,2.815830706962568,0.05644454028782242,8.0,9.246608862324164,5.0,0.08917367068357995,0.0,4.0,3.941523888550993,5.0,5.0,6.910020357840662,4.0,4.0,5.0,3.0,3.0,2.0,0.0,14.556424698234002,2.8722752472503905,9.25,5.179533360992848,3.9,4.71111111111111,5.236409389545848,4.51746456131083,8
B0191,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.815229104060137,1.0,1.0,2.5714285714285716,4.924933362258381,0.0,9.095331817431086,0.0,4.0,9.718577303879885,5.0,0.0,0.0,5.0,3.136988521062487,5.0,5.0,3.838627992276157,3.0,5.0,5.0,4.0,3.0,1.0,0.0,7.496361933686952,9.095331817431086,4.75,4.247945982371871,4.0,3.9096558845858924,9.239525767959961,5.958083676131957,8
B0192,Copy of 2024-2025-Ensia Performance prediction.xlsx,21.22371150248891,0.0,2.0,14.0,6.137723425965241,1.1267414070725332,0.8230380692588074,0.9097793884146126,5.0,9.954225777509,5.0,0.0,0.0,4.0,5.167539573218832,5.0,5.0,8.026278644946721,3.0,5.0,5.0,3.0,2.0,3.0,0.0,16.0,1.7328174576734199,6.25,5.258638850626592,4.5,4.71111111111111,4.617688352424732,4.099052655140428,8
B0193,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,2.0,14.0,3.7872449124034167,1.0460220569357965,1.881131489238479,1.1888307889271654,8.0,10.182505342553677,35.0,1.2275297267967171,0.0,3.0,2.947865141216009,5.0,5.0,8.168911806396464,3.0,4.0,5.0,3.0,3.0,4.0,1.0,16.0,3.0699622781656446,9.25,5.081752799425604,4.4,7.377777777777777,5.696640156142125,3.7951897547634057,8
B0194,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.83465381288347,1.0,1.0,14.0,2.019976452030752,0.0,2.9694631094500514,0.9999480722937744,5.0,10.166315756810416,35.0,0.19841165518705334,0.0,3.0,1.8077951172022926,3.0,5.0,1.882325545676403,4.0,4.0,5.0,4.0,3.0,4.0,1.0,16.0,3.969411181743826,6.25,3.8327282910208025,4.1,7.5777777777777775,6.365830305244675,4.407194644560484,8
B0195,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.142127617680348,0.0,2.0,14.0,2.306480859326626,3.183695603922222,0.7221032716928166,1.9469710843154315,8.0,3.2444578864979423,35.0,1.7733967790542082,0.0,2.0,7.809112599375247,5.0,5.0,5.447310652907168,5.0,5.0,5.0,4.0,3.0,1.0,1.0,16.0,2.669074356008248,9.25,6.283189409781337,4.0,7.5777777777777775,3.083291729172166,2.891421664914196,8
B0196,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,0.0,1.0,4.857142857142857,1.8418805412032302,1.0087922866406411,3.0077839420393,0.0,5.0,9.096337186291576,35.0,7.712081132001549,1.0,3.0,7.178044122947326,5.0,5.0,6.758575640165638,4.0,4.0,5.0,4.0,3.0,2.0,1.0,7.203419541666408,3.0077839420393,6.25,5.712315443031565,3.9,6.459145594444341,5.287950351960001,3.9335065564694456,8
B0197,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.06739657026654,0.0,2.0,2.5714285714285716,3.892870826589504,0.8149205362195399,3.982167066511973,4.082252552532298,8.0,3.1383699346761937,35.0,0.0,0.0,4.0,5.687108155543178,4.0,1.0,5.039161563818105,4.0,5.0,5.0,4.0,3.0,2.0,1.0,6.871759666127846,8.064419619044271,9.25,6.590487854440113,4.1,6.326481644228916,7.046123311558731,4.06276406050042,8
B0198,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.882770766828685,1.0,2.0,2.5714285714285716,4.081231916926644,1.9431685583385723,2.1970821757825107,0.9428673045854785,8.0,8.085936131864685,35.0,0.0,0.0,3.0,7.339796156194039,5.0,5.0,5.012262176520112,1.0,5.0,5.0,4.0,3.0,4.0,0.0,7.624244767524501,3.1399494803679895,9.25,7.118928654667914,4.75,4.627475684787578,5.0502741542308875,3.570021020960453,8
B0199,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.709914907556144,0.0,2.0,14.0,2.0283859692,3.2111535581392157,6.8635537598950505,0.07061756131338233,8.0,8.396025574882719,35.0,0.9099576802449465,0.0,3.0,4.907582415889799,4.0,5.0,9.001155915638542,2.0,3.0,5.0,4.0,2.0,3.0,1.0,16.0,6.934171321208432,9.25,6.017653845561429,3.65,7.5777777777777775,7.999303682533897,4.340085322520601,7
B0200,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.075297551233675,0.0,2.0,2.5714285714285716,2.0554230785053673,7.913426341784315,4.783781200821628,0.0,8.0,14.894255544052026,35.0,0.03532681049212919,0.0,3.0,6.062715592679112,4.0,5.0,5.9007687051583915,4.0,4.0,5.0,5.0,4.0,4.0,1.0,8.583564820826096,4.783781200821628,9.25,5.921950457437689,4.25,7.211203706108217,7.587835900616221,4.117572911395694,7
B0201,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.750235382646903,1.0,2.0,4.857142857142857,4.077324384797999,0.03559041269564983,2.9377470695397934,0.1041911346594814,5.0,9.012081112487378,35.0,0.20183110711565977,1.0,4.0,5.142176486062914,5.0,5.0,6.014385473334772,4.0,4.0,5.0,3.0,2.0,2.0,0.0,8.95226244828868,3.041938204199275,6.25,4.99976177012202,3.9,4.95868275709325,5.285480690645249,4.521770952351394,8
B0202,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.91781593787167,0.0,2.0,2.5714285714285716,3.1003285737705455,0.09619486988311586,3.8172500000897625,0.0,5.0,7.745555992322655,35.0,0.10170194191648373,0.0,4.0,2.8614755034088177,5.0,3.0,2.9215417277710443,5.0,1.0,5.0,4.0,4.0,2.0,1.0,5.719854580140675,3.8172500000897625,6.25,4.351516426193086,2.85,5.865719609834048,5.444789497508207,4.949312544060614,8
B0203,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,0.0,1.0,14.0,12.175407021774674,1.0762895564120356,2.0065163085192523,0.0,5.0,7.696156506566147,35.0,2.1179918413964938,0.0,3.0,1.0,3.0,5.0,4.224659983577099,2.0,5.0,5.0,3.0,3.0,3.0,0.0,16.0,2.0065163085192523,6.25,4.05,4.2,5.377777777777777,4.070272733578155,4.278123738950095,8
B0204,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.031448736282208,0.0,1.0,14.0,0.0647788414142743,2.316753422381618,7.690460075711669,0.0,5.0,12.081463866383062,5.0,0.0,0.0,3.0,8.026739008411008,1.0,5.0,7.282728531141954,1.0,3.0,5.0,2.0,2.0,2.0,0.0,15.223155552605082,7.690460075711669,6.25,6.759358652943853,2.9499999999999997,4.511111111111111,9.767845056783752,5.606375890535004,8
B0205,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.910498693682076,1.0,2.0,2.5714285714285716,1.9618651052500997,0.0,1.8992553050241383,0.9815113834552575,5.0,7.818452695349903,35.0,1.644805202553527,0.0,3.0,2.8270239612857457,3.0,3.0,4.932222347761053,1.0,4.0,5.0,2.0,1.0,3.0,1.0,4.533293676678671,2.8807666884793957,6.25,5.33945838645001,3.8499999999999996,4.991095248449247,4.7667259148095145,4.302070150655064,8
B0206,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.97943603034118,0.0,2.0,2.5714285714285716,2.106311765931201,0.3607965050207148,2.8454956126227007,0.0,4.0,7.985538712599706,35.0,0.0,0.0,4.0,1.0,5.0,5.0,3.713050604695357,5.0,4.0,5.0,4.0,2.0,2.0,1.0,4.85813858987013,2.8454956126227007,4.75,3.0000000000000004,3.9,5.52103321372583,4.7959679470002605,4.858733683318608,8
B0207,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,2.0,14.0,4.300308803627479,0.0,5.094489052419175,1.2456331243510117,5.0,12.405555919433587,5.0,0.8610401392331133,0.0,4.0,5.8018873434933536,3.0,5.0,7.055410501457887,4.0,3.0,5.0,5.0,3.0,4.0,0.0,16.0,6.340122176770187,6.25,5.230660570222674,3.75,5.111111111111111,8.75509163257764,5.34179695929983,8
B0208,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.322035093373845,1.0,1.0,3.7142857142857144,0.0,3.961733124731121,1.865101652752601,0.19259482637026684,5.0,6.391063043593526,5.0,0.1848329633208944,0.0,3.0,3.2449903177787163,2.0,5.0,8.049121450506854,3.0,5.0,5.0,3.0,3.0,2.0,1.0,5.6951522766512745,2.057696479122868,6.25,4.585746611222551,3.8,4.989172021771621,3.67362670720666,4.275389687991995,8
B0209,Copy of 2024-2025-Ensia Performance prediction.xlsx,21.80679135880118,0.0,2.0,2.5714285714285716,1.8459589913403223,0.6421666729716812,2.711070016104698,0.02791544593973505,8.0,6.957549009116949,35.0,0.0,0.0,4.0,5.08062526078963,3.0,5.0,6.018353280604284,3.0,4.0,5.0,5.0,3.0,2.0,1.0,4.738470899254735,2.738985462044433,9.25,5.82821884127637,3.5999999999999996,5.673166137479672,4.373422099572307,3.9865983381402477,8
B0210,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.19340966986603,0.0,1.0,14.0,5.174993016779759,1.866580599004313,4.966412061622614,1.0389224673699324,8.0,12.410545480956696,5.0,0.14678034097104636,0.0,4.0,1.0,3.0,5.0,5.092968502843132,4.0,4.0,5.0,3.0,3.0,2.0,0.0,16.0,6.005334528992546,9.25,4.15,3.5999999999999996,4.71111111111111,8.50400089674441,5.763222446408325,8
B0211,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.024121659172597,1.0,1.0,2.5714285714285716,3.9809717000503073,2.1439749085705673,2.0532370964562783,0.0,5.0,17.60241611345172,5.0,0.0,0.0,2.0,1.1768335386602002,4.0,5.0,5.240994308092095,1.0,5.0,5.0,1.0,2.0,2.0,1.0,7.624387725764162,2.0532370964562783,6.25,4.36189173853107,4.1,5.360866201416776,5.539927822342209,4.596197883672038,8
B0212,Copy of 2024-2025-Ensia Performance prediction.xlsx,21.022684610584044,0.0,2.0,2.5714285714285716,3.656572453236512,1.004542427240983,2.9548646370840737,0.0,5.0,4.109434255133383,5.0,7.73570416196032,1.0,3.0,1.0,5.0,5.0,7.145304026908318,4.0,2.0,5.0,4.0,3.0,2.0,1.0,6.730272238285575,2.9548646370840737,6.25,3.5500000000000003,3.2,5.6032200064253415,3.5859598961908494,4.650684972441376,8
B0213,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.057057841487246,1.0,2.0,14.0,7.133949476206305,0.856589400596051,1.8982605193983102,0.0,8.0,7.773620461291864,35.0,0.0,0.0,4.0,5.604818614107803,5.0,5.0,7.092703806743205,4.0,5.0,5.0,2.0,2.0,2.0,0.0,16.0,1.8982605193983102,9.25,5.761686514937732,4.25,5.177777777777778,4.014902209979354,3.780775153569074,7
B0214,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.69728936513998,0.0,1.0,3.7142857142857144,4.915382232906616,0.7735205011998223,9.888235181760281,0.07198037323723862,5.0,16.749210136779013,35.0,1.4970091137228538,0.0,3.0,7.141183459883451,4.0,5.0,4.131513353244084,5.0,3.0,5.0,3.0,3.0,4.0,0.0,9.016428197792242,9.96021555499752,6.25,5.449414210959207,3.9,4.984349056894675,10.0,5.559088472488569,8
B0215,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.1555789916194,1.0,2.0,14.0,0.9856896677641546,0.0,5.018797392386252,0.12187438484979181,5.0,6.350048143831819,5.0,0.0,0.0,3.0,6.333549917541554,3.0,5.0,5.043867550481447,2.0,4.0,5.0,4.0,3.0,3.0,1.0,14.985689667764154,5.140671777236044,6.25,5.9167424711395435,3.8499999999999996,6.9111111111111105,5.972186547537639,3.9502461177647685,7
B0216,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.917743291716224,0.0,1.0,4.857142857142857,1.0524751638877676,0.0,0.8519733652244282,0.0929449018762637,5.0,12.012942322817393,5.0,0.15207547084901238,0.0,3.0,7.1130668125365055,1.0,5.0,5.835076873494151,2.0,4.0,5.0,4.0,3.0,2.0,1.0,5.909618021030624,0.9449182671006919,6.25,6.189573384387777,3.3,5.274958319523361,4.708688700325519,4.181560579884206,8
B0217,Copy of 2024-2025-Ensia Performance prediction.xlsx,23.194861503837522,0.0,1.0,14.0,3.0301117295107205,2.978126110157284,8.94533217469747,0.8590693614312729,8.0,14.031620092523426,35.0,0.0,0.0,3.0,4.6175985612272745,5.0,5.0,8.25301824352436,4.0,4.0,5.0,4.0,3.0,2.0,1.0,16.0,9.804401536128742,9.25,5.416159496429546,3.9,7.5777777777777775,10.0,4.920707706626692,8
B0218,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.97565259339911,1.0,1.0,14.0,6.11214098230168,0.1740669737882284,1.1248931774453568,0.0,5.0,13.862352573133007,35.0,3.3122840678450456,0.0,4.0,1.0,1.0,5.0,10.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,16.0,1.1248931774453568,6.25,3.8000000000000003,3.55,7.5777777777777775,4.843669883084018,4.25647302632656,7
B0219,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.939705951224663,1.0,1.0,14.0,3.931163937853267,3.1033345907955288,0.7834271212468602,0.0,5.0,11.892409763021318,35.0,8.0,0.0,3.0,4.94436657318608,4.0,5.0,5.834989946012245,4.0,5.0,5.0,4.0,2.0,2.0,0.0,16.0,0.7834271212468602,6.25,4.930528300615128,4.1,5.5777777777777775,4.551706928608918,4.124323797523247,7
B0220,Copy of 2024-2025-Ensia Performance prediction.xlsx,21.792127728256816,0.0,1.0,2.5714285714285716,6.081105138984903,5.891511788482265,2.992732710020271,0.10910628805817293,5.0,15.09620517257784,5.0,1.060298461303036,0.0,3.0,8.07663118927778,4.0,5.0,5.803234888234323,4.0,4.0,5.0,5.0,3.0,3.0,0.0,11.598289604654607,3.101838998078444,6.25,6.026820916247223,4.0,5.111111111111111,6.326379248558833,4.395770759487764,8
B0221,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.876761009026943,1.0,1.0,4.857142857142857,1.95897421266074,1.0528468061291512,0.7022671821711164,0.0,5.0,2.7354644938117767,35.0,0.09107691750329686,0.0,4.0,9.828331135965842,3.0,5.0,4.8398987134982745,3.0,4.0,5.0,4.0,2.0,3.0,0.0,7.342540472868173,0.7022671821711164,6.25,6.889915897588044,3.8499999999999996,4.514793966925047,1.438521884565596,3.1239572101337236,8
B0222,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.067988092878036,1.0,2.0,5.857142857142857,4.116781620766874,2.213570736376549,2.037933227795223,0.9956024826299981,5.0,6.064462414691898,5.0,0.11532413885230909,0.0,3.0,4.932432743322925,5.0,5.0,4.784966316578451,3.0,3.0,5.0,2.0,2.0,2.0,1.0,11.080709846098005,3.033535710425221,6.25,5.176351460163024,3.55,6.511111111111111,4.296639254382882,3.9734765977690354,7
B0223,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,1.0,14.0,4.09726934580564,1.2423268006375445,0.8371015376818567,0.04481053301927111,5.0,5.378814884289663,5.0,8.0,0.0,4.0,7.712270892872821,5.0,5.0,10.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,16.0,0.8819120707011278,6.25,6.399294812505487,4.5,6.511111111111111,2.454372347789067,2.7660268654178433,8
B0224,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,2.0,14.0,3.852137929037497,0.0,10.169685712703188,0.2582067180751237,5.0,7.465115738346379,5.0,0.8681480340152289,0.0,3.0,4.044933929905232,3.0,5.0,4.969453451733014,3.0,5.0,5.0,4.0,3.0,2.0,1.0,16.0,10.427892430778313,6.25,4.865726875466831,3.95,6.9111111111111105,8.488371912782126,4.854597137777704,8
B0225,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.8619436102294,1.0,2.0,2.5714285714285716,0.17165802994350213,8.123921666265712,3.754198833632005,0.025042258798522905,5.0,3.6136062912955778,35.0,0.0,0.0,4.0,6.719805523438384,5.0,1.0,5.135366602716725,3.0,4.0,5.0,2.0,2.0,2.0,1.0,6.80504743450493,3.779241092430528,6.25,6.601931933203435,3.9,5.89979675157975,4.038966249754755,3.4942127945827206,8
B0226,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.13523206854264,1.0,1.0,14.0,1.9152818193415062,3.179742945610575,3.0735730666645247,0.0,5.0,7.169369640483467,35.0,1.0108334052138543,0.0,3.0,10.0,5.0,5.0,2.204003483368222,4.0,3.0,5.0,3.0,3.0,2.0,1.0,16.0,3.0735730666645247,6.25,6.7,3.55,7.377777777777777,4.694969680159549,3.3992979755954424,7
B0227,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.28676920853936,1.0,1.0,2.5714285714285716,0.1277273425293394,0.8051120538311938,1.2032269136683653,0.0,5.0,6.341935083193551,35.0,0.1506318389010678,0.0,3.0,8.847928413247377,5.0,1.0,4.1588771909699025,3.0,5.0,5.0,2.0,3.0,5.0,1.0,3.101711940873508,1.2032269136683653,6.25,7.346774944636582,5.0,4.418462554127181,3.016398546315791,2.9454515146561775,7
B0228,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.8909431718442,1.0,2.0,4.857142857142857,3.0580560358247686,0.43373775777848295,1.8284673695684404,3.136157430849885,5.0,6.877188081426999,35.0,0.985330172829221,0.0,4.0,5.363504519179823,5.0,5.0,5.110599316792525,2.0,5.0,5.0,3.0,3.0,4.0,1.0,8.132067771856867,4.964624800418325,6.25,5.577226581712938,4.75,6.6306048865205245,6.015864627456077,3.7731469607200068,8
B0229,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.0,1.0,1.0,14.0,1.2905563396792596,1.2870831079485319,3.856560677934527,0.0,8.0,0.49905816394919444,35.0,0.17032367383638805,0.0,4.0,1.160826743591215,3.0,2.0,6.050156703906863,5.0,1.0,5.0,1.0,1.0,3.0,0.0,15.934097893653526,3.856560677934527,9.25,4.556289360256925,2.8,4.977777777777778,3.058773229767293,4.5333620549203015,8
B0230,Copy of 2024-2025-Ensia Performance prediction.xlsx,17.944759814154434,1.0,2.0,14.0,1.9646773830599997,0.0,9.842862105403695,0.1546867944702518,8.0,6.358971146607099,5.0,1.1359762068420913,0.0,2.0,5.100099568343891,4.0,1.0,3.966792985014669,4.0,4.0,5.0,4.0,3.0,2.0,0.0,15.96467738306,9.997548899873946,9.25,6.3850348489203625,3.75,4.9111111111111105,8.119657048869033,4.886626029763372,8
B0231,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.02959881236302,1.0,2.0,4.857142857142857,1.9447845114991182,0.0,4.919140232881331,1.103204010509607,5.0,5.79667290150249,35.0,0.9522453799099689,0.0,3.0,4.274125394116954,2.0,5.0,8.978431116161046,2.0,4.0,5.0,5.0,3.0,3.0,0.0,6.801927368641975,6.022344243390938,6.25,5.195943887940934,3.6999999999999997,4.498548725234567,6.448982483044033,4.948825273070087,8
B0232,Copy of 2024-2025-Ensia Performance prediction.xlsx,20.09303538662873,0.0,2.0,14.0,1.996930399461173,0.0,2.086111996626025,2.156785130422646,5.0,9.909438630698254,35.0,1.6154730316924164,0.0,2.0,3.5765121200326564,1.0,5.0,4.1019366194229345,3.0,5.0,5.0,3.0,2.0,5.0,1.0,15.996930399461172,4.242897127048671,6.25,4.70177924201143,4.4,7.377777777777777,6.4853190555192555,4.106351546831941,7
B0233,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.343654885549903,0.0,2.0,14.0,1.952077254804772,3.1454316481920257,1.9055529105486215,0.870037281650808,5.0,7.079981821467932,5.0,7.889181379346186,0.0,3.0,7.8673789088953425,3.0,5.0,3.8323077278562128,4.0,4.0,5.0,2.0,1.0,2.0,0.0,16.0,2.7755901921994295,6.25,5.95358261811337,3.5999999999999996,4.511111111111111,4.441686584638883,4.256569082947932,8
B0234,Copy of 2024-2025-Ensia Performance prediction.xlsx,16.03652028462755,1.0,1.0,14.0,3.1264444864343406,0.0008419011974641289,2.8134443677129672,0.02544310094283405,8.0,9.832930852062047,5.0,4.38356239670933,1.0,4.0,7.026662614438274,4.0,5.0,3.9906003207119474,4.0,4.0,5.0,5.0,4.0,4.0,0.0,16.0,2.8388874686558014,9.25,6.259331915053395,4.25,5.111111111111111,5.406809218845867,3.99612495241767,8
B0235,Copy of 2024-2025-Ensia Performance prediction.xlsx,21.266511984593617,1.0,1.0,14.0,1.7445144899823657,0.09250773517242714,5.664028626852613,0.0,5.0,7.78036176882981,5.0,0.0748418072501141,0.0,2.0,7.115835784323355,5.0,5.0,7.870418287267315,3.0,5.0,5.0,3.0,3.0,2.0,1.0,15.790768357568579,5.664028626852613,6.25,5.940542524513174,4.25,6.71111111111111,6.84147539308273,4.050428313138953,8
B0236,Copy of 2024-2025-Ensia Performance prediction.xlsx,19.925473855109882,0.0,1.0,14.0,1.8334474890858934,2.1213267630836734,2.2666043419352584,0.003672757396608631,5.0,9.784956826423922,35.0,3.8592450249479153,0.0,4.0,6.703598807767893,4.0,5.0,6.204615500411972,2.0,5.0,5.0,4.0,2.0,2.0,0.0,16.0,2.270277099331867,6.25,6.046259582718762,4.1,5.5777777777777775,4.964360099973541,3.8927677057333123,8
B0237,Copy of 2024-2025-Ensia Performance prediction.xlsx,18.01393618956349,1.0,2.0,3.7142857142857144,1.8312155023953842,0.9541010419846829,3.279676724643229,0.09792406166578764,5.0,14.465766803834882,35.0,2.0551644895809833,0.0,3.0,6.087419953539431,5.0,5.0,5.125083789812467,2.0,4.0,5.0,4.0,2.0,4.0,0.0,6.0225517376734405,3.3776007863090163,6.25,5.830596983738801,4.4,3.9867984728471537,6.533200589731762,4.627421434099512,8
B0238,Copy of 2024-2025-Ensia Performance prediction.xlsx,22.90455208913518,0.0,1.0,14.0,5.150212353084685,0.0,1.0932375290909206,0.0,8.0,6.2907052112351725,35.0,8.0,0.0,4.0,6.884149826906639,1.0,5.0,8.372858476678852,3.0,2.0,5.0,5.0,3.0,3.0,1.0,16.0,1.0932375290909206,9.25,6.459452439417324,2.85,7.777777777777778,2.916829883896581,3.2069272947045033,7
